frequency, value
0,0
5.383,0.0007124
10.77,0.001425
16.15,0.002137
21.53,0.002849
26.92,0.003561
32.3,0.004273
37.68,0.004985
43.07,0.005696
48.45,0.006407
53.83,0.007118
59.22,0.007828
64.6,0.008538
69.98,0.009248
75.37,0.009957
80.75,0.01067
86.13,0.01137
91.52,0.01208
96.9,0.01279
102.3,0.01349
107.7,0.0142
113,0.0149
118.4,0.01561
123.8,0.01631
129.2,0.01701
134.6,0.01772
140,0.01842
145.3,0.01912
150.7,0.01981
156.1,0.02051
161.5,0.02121
166.9,0.0219
172.3,0.0226
177.6,0.02329
183,0.02398
188.4,0.02468
193.8,0.02537
199.2,0.02605
204.6,0.02674
209.9,0.02743
215.3,0.02811
220.7,0.02879
226.1,0.02948
231.5,0.03016
236.9,0.03083
242.2,0.03151
247.6,0.03219
253,0.03286
258.4,0.03353
263.8,0.0342
269.2,0.03487
274.5,0.03554
279.9,0.0362
285.3,0.03687
290.7,0.03753
296.1,0.03819
301.5,0.03884
306.8,0.0395
312.2,0.04015
317.6,0.0408
323,0.04145
328.4,0.0421
333.8,0.04275
339.1,0.04339
344.5,0.04403
349.9,0.04467
355.3,0.0453
360.7,0.04594
366.1,0.04657
371.4,0.0472
376.8,0.04783
382.2,0.04845
387.6,0.04907
393,0.04969
398.4,0.05031
403.7,0.05092
409.1,0.05153
414.5,0.05214
419.9,0.05275
425.3,0.05335
430.7,0.05396
436,0.05455
441.4,0.05515
446.8,0.05574
452.2,0.05633
457.6,0.05692
463,0.0575
468.3,0.05808
473.7,0.05866
479.1,0.05924
484.5,0.05981
489.9,0.06038
495.3,0.06095
500.6,0.06151
506,0.06207
511.4,0.06263
516.8,0.06318
522.2,0.06373
527.6,0.06428
532.9,0.06482
538.3,0.06536
543.7,0.0659
549.1,0.06644
554.5,0.06697
559.9,0.06749
565.2,0.06802
570.6,0.06854
576,0.06905
581.4,0.06957
586.8,0.07008
592.2,0.07058
597.5,0.07109
602.9,0.07159
608.3,0.07208
613.7,0.07257
619.1,0.07306
624.5,0.07355
629.8,0.07403
635.2,0.0745
640.6,0.07498
646,0.07545
651.4,0.07591
656.8,0.07638
662.1,0.07683
667.5,0.07729
672.9,0.07774
678.3,0.07818
683.7,0.07863
689.1,0.07906
694.4,0.0795
699.8,0.07993
705.2,0.08035
710.6,0.08078
716,0.08119
721.4,0.08161
726.7,0.08202
732.1,0.08242
737.5,0.08282
742.9,0.08322
748.3,0.08361
753.7,0.084
759,0.08439
764.4,0.08477
769.8,0.08514
775.2,0.08551
780.6,0.08588
786,0.08624
791.3,0.0866
796.7,0.08696
802.1,0.08731
807.5,0.08765
812.9,0.08799
818.3,0.08833
823.6,0.08866
829,0.08899
834.4,0.08931
839.8,0.08963
845.2,0.08994
850.6,0.09025
855.9,0.09056
861.3,0.09086
866.7,0.09115
872.1,0.09144
877.5,0.09173
882.9,0.09201
888.2,0.09229
893.6,0.09256
899,0.09282
904.4,0.09309
909.8,0.09335
915.2,0.0936
920.5,0.09385
925.9,0.09409
931.3,0.09433
936.7,0.09456
942.1,0.09479
947.5,0.09502
952.8,0.09524
958.2,0.09545
963.6,0.09566
969,0.09587
974.4,0.09607
979.8,0.09626
985.1,0.09645
990.5,0.09664
995.9,0.09682
1001,0.097
1007,0.09717
1012,0.09733
1017,0.09749
1023,0.09765
1028,0.0978
1034,0.09795
1039,0.09809
1044,0.09822
1050,0.09835
1055,0.09848
1061,0.0986
1066,0.09872
1071,0.09883
1077,0.09894
1082,0.09904
1087,0.09913
1093,0.09922
1098,0.09931
1104,0.09939
1109,0.09947
1114,0.09954
1120,0.0996
1125,0.09966
1130,0.09972
1136,0.09977
1141,0.09982
1147,0.09986
1152,0.09989
1157,0.09992
1163,0.09995
1168,0.09997
1174,0.09998
1179,0.09999
1184,0.1
1190,0.1
1195,0.09999
1200,0.09998
1206,0.09997
1211,0.09995
1217,0.09992
1222,0.09989
1227,0.09986
1233,0.09982
1238,0.09977
1244,0.09972
1249,0.09966
1254,0.0996
1260,0.09954
1265,0.09947
1270,0.09939
1276,0.09931
1281,0.09922
1287,0.09913
1292,0.09904
1297,0.09894
1303,0.09883
1308,0.09872
1314,0.0986
1319,0.09848
1324,0.09835
1330,0.09822
1335,0.09809
1340,0.09795
1346,0.0978
