frequency, value
0,0
86.13,0.0007124
172.3,0.001425
258.4,0.002137
344.5,0.002849
430.7,0.003561
516.8,0.004273
602.9,0.004985
689.1,0.005696
775.2,0.006407
861.3,0.007118
947.5,0.007828
1034,0.008538
1120,0.009248
1206,0.009957
1292,0.01067
1378,0.01137
1464,0.01208
1550,0.01279
1637,0.01349
1723,0.0142
1809,0.0149
1895,0.01561
1981,0.01631
2067,0.01701
2153,0.01772
2239,0.01842
2326,0.01912
2412,0.01981
2498,0.02051
2584,0.02121
2670,0.0219
2756,0.0226
2842,0.02329
2929,0.02398
3015,0.02468
3101,0.02537
3187,0.02605
3273,0.02674
3359,0.02743
3445,0.02811
3531,0.02879
3618,0.02948
3704,0.03016
3790,0.03083
3876,0.03151
3962,0.03219
4048,0.03286
4134,0.03353
4221,0.0342
4307,0.03487
4393,0.03554
4479,0.0362
4565,0.03687
4651,0.03753
4737,0.03819
4823,0.03884
4910,0.0395
4996,0.04015
5082,0.0408
5168,0.04145
5254,0.0421
5340,0.04275
5426,0.04339
5512,0.04403
5599,0.04467
5685,0.0453
5771,0.04594
5857,0.04657
5943,0.0472
6029,0.04783
6115,0.04845
6202,0.04907
6288,0.04969
6374,0.05031
6460,0.05092
6546,0.05153
6632,0.05214
6718,0.05275
6804,0.05335
6891,0.05396
6977,0.05455
7063,0.05515
7149,0.05574
7235,0.05633
7321,0.05692
7407,0.0575
7494,0.05808
7580,0.05866
7666,0.05924
7752,0.05981
7838,0.06038
7924,0.06095
8010,0.06151
8096,0.06207
8183,0.06263
8269,0.06318
8355,0.06373
8441,0.06428
8527,0.06482
8613,0.06536
8699,0.0659
8786,0.06644
8872,0.06697
8958,0.06749
9044,0.06802
9130,0.06854
9216,0.06905
9302,0.06957
9388,0.07008
9475,0.07058
9561,0.07109
9647,0.07159
9733,0.07208
9819,0.07257
9905,0.07306
9991,0.07355
1.008e+04,0.07403
1.016e+04,0.0745
1.025e+04,0.07498
1.034e+04,0.07545
1.042e+04,0.07591
1.051e+04,0.07638
1.059e+04,0.07683
1.068e+04,0.07729
1.077e+04,0.07774
1.085e+04,0.07818
1.094e+04,0.07863
1.102e+04,0.07906
1.111e+04,0.0795
1.12e+04,0.07993
1.128e+04,0.08035
1.137e+04,0.08078
1.146e+04,0.08119
1.154e+04,0.08161
1.163e+04,0.08202
1.171e+04,0.08242
1.18e+04,0.08282
1.189e+04,0.08322
1.197e+04,0.08361
1.206e+04,0.084
1.214e+04,0.08439
1.223e+04,0.08477
1.232e+04,0.08514
1.24e+04,0.08551
1.249e+04,0.08588
1.258e+04,0.08624
1.266e+04,0.0866
1.275e+04,0.08696
1.283e+04,0.08731
1.292e+04,0.08765
1.301e+04,0.08799
1.309e+04,0.08833
1.318e+04,0.08866
1.326e+04,0.08899
1.335e+04,0.08931
1.344e+04,0.08963
1.352e+04,0.08994
1.361e+04,0.09025
1.37e+04,0.09056
1.378e+04,0.09086
1.387e+04,0.09115
1.395e+04,0.09144
1.404e+04,0.09173
1.413e+04,0.09201
1.421e+04,0.09229
1.43e+04,0.09256
1.438e+04,0.09282
1.447e+04,0.09309
1.456e+04,0.09335
1.464e+04,0.0936
1.473e+04,0.09385
1.481e+04,0.09409
1.49e+04,0.09433
1.499e+04,0.09456
1.507e+04,0.09479
1.516e+04,0.09502
1.525e+04,0.09524
1.533e+04,0.09545
1.542e+04,0.09566
1.55e+04,0.09587
1.559e+04,0.09607
1.568e+04,0.09626
1.576e+04,0.09645
1.585e+04,0.09664
1.593e+04,0.09682
1.602e+04,0.097
1.611e+04,0.09717
1.619e+04,0.09733
1.628e+04,0.09749
1.637e+04,0.09765
1.645e+04,0.0978
1.654e+04,0.09795
1.662e+04,0.09809
1.671e+04,0.09822
1.68e+04,0.09835
1.688e+04,0.09848
1.697e+04,0.0986
1.705e+04,0.09872
1.714e+04,0.09883
1.723e+04,0.09894
1.731e+04,0.09904
1.74e+04,0.09913
1.748e+04,0.09922
1.757e+04,0.09931
1.766e+04,0.09939
1.774e+04,0.09947
1.783e+04,0.09954
1.792e+04,0.0996
1.8e+04,0.09966
1.809e+04,0.09972
1.817e+04,0.09977
1.826e+04,0.09982
1.835e+04,0.09986
1.843e+04,0.09989
1.852e+04,0.09992
1.86e+04,0.09995
1.869e+04,0.09997
1.878e+04,0.09998
1.886e+04,0.09999
1.895e+04,0.1
1.904e+04,0.1
1.912e+04,0.09999
1.921e+04,0.09998
1.929e+04,0.09997
1.938e+04,0.09995
1.947e+04,0.09992
1.955e+04,0.09989
1.964e+04,0.09986
1.972e+04,0.09982
1.981e+04,0.09977
1.99e+04,0.09972
1.998e+04,0.09966
2.007e+04,0.0996
2.016e+04,0.09954
2.024e+04,0.09947
2.033e+04,0.09939
2.041e+04,0.09931
2.05e+04,0.09922
2.059e+04,0.09913
2.067e+04,0.09904
2.076e+04,0.09894
2.084e+04,0.09883
2.093e+04,0.09872
2.102e+04,0.0986
2.11e+04,0.09848
2.119e+04,0.09835
2.127e+04,0.09822
2.136e+04,0.09809
2.145e+04,0.09795
2.153e+04,0.0978
2.162e+04,0.09765
2.171e+04,0.09749
2.179e+04,0.09733
2.188e+04,0.09717
2.196e+04,0.097
