frequency, value
0,0
344.5,0.0007124
689.1,0.001425
1034,0.002137
1378,0.002849
1723,0.003561
2067,0.004273
2412,0.004985
2756,0.005696
3101,0.006407
3445,0.007118
3790,0.007828
4134,0.008538
4479,0.009248
4823,0.009957
5168,0.01067
5512,0.01137
5857,0.01208
6202,0.01279
6546,0.01349
6891,0.0142
7235,0.0149
7580,0.01561
7924,0.01631
8269,0.01701
8613,0.01772
8958,0.01842
9302,0.01912
9647,0.01981
9991,0.02051
1.034e+04,0.02121
1.068e+04,0.0219
1.102e+04,0.0226
1.137e+04,0.02329
1.171e+04,0.02398
1.206e+04,0.02468
1.24e+04,0.02537
1.275e+04,0.02605
1.309e+04,0.02674
1.344e+04,0.02743
1.378e+04,0.02811
1.413e+04,0.02879
1.447e+04,0.02948
1.481e+04,0.03016
1.516e+04,0.03083
1.55e+04,0.03151
1.585e+04,0.03219
1.619e+04,0.03286
1.654e+04,0.03353
1.688e+04,0.0342
1.723e+04,0.03487
1.757e+04,0.03554
1.792e+04,0.0362
1.826e+04,0.03687
1.86e+04,0.03753
1.895e+04,0.03819
1.929e+04,0.03884
1.964e+04,0.0395
1.998e+04,0.04015
2.033e+04,0.0408
2.067e+04,0.04145
2.102e+04,0.0421
2.136e+04,0.04275
2.171e+04,0.04339
