frequency, value
0,0
0.6729,0.0007124
1.346,0.001425
2.019,0.002137
2.692,0.002849
3.365,0.003561
4.037,0.004273
4.71,0.004985
5.383,0.005696
6.056,0.006407
6.729,0.007118
7.402,0.007828
8.075,0.008538
8.748,0.009248
9.421,0.009957
10.09,0.01067
10.77,0.01137
11.44,0.01208
12.11,0.01279
12.79,0.01349
13.46,0.0142
14.13,0.0149
14.8,0.01561
15.48,0.01631
16.15,0.01701
16.82,0.01772
17.5,0.01842
18.17,0.01912
18.84,0.01981
19.51,0.02051
20.19,0.02121
20.86,0.0219
21.53,0.0226
22.21,0.02329
22.88,0.02398
23.55,0.02468
24.22,0.02537
24.9,0.02605
25.57,0.02674
26.24,0.02743
26.92,0.02811
27.59,0.02879
28.26,0.02948
28.94,0.03016
29.61,0.03083
30.28,0.03151
30.95,0.03219
31.63,0.03286
32.3,0.03353
32.97,0.0342
33.65,0.03487
34.32,0.03554
34.99,0.0362
35.66,0.03687
36.34,0.03753
37.01,0.03819
37.68,0.03884
38.36,0.0395
39.03,0.04015
39.7,0.0408
40.37,0.04145
41.05,0.0421
41.72,0.04275
42.39,0.04339
43.07,0.04403
43.74,0.04467
44.41,0.0453
45.09,0.04594
45.76,0.04657
46.43,0.0472
47.1,0.04783
47.78,0.04845
48.45,0.04907
49.12,0.04969
49.8,0.05031
50.47,0.05092
51.14,0.05153
51.81,0.05214
52.49,0.05275
53.16,0.05335
53.83,0.05396
54.51,0.05455
55.18,0.05515
55.85,0.05574
56.52,0.05633
57.2,0.05692
57.87,0.0575
58.54,0.05808
59.22,0.05866
59.89,0.05924
60.56,0.05981
61.24,0.06038
61.91,0.06095
62.58,0.06151
63.25,0.06207
63.93,0.06263
64.6,0.06318
65.27,0.06373
65.95,0.06428
66.62,0.06482
67.29,0.06536
67.96,0.0659
68.64,0.06644
69.31,0.06697
69.98,0.06749
70.66,0.06802
71.33,0.06854
72,0.06905
72.67,0.06957
73.35,0.07008
74.02,0.07058
74.69,0.07109
75.37,0.07159
76.04,0.07208
76.71,0.07257
77.38,0.07306
78.06,0.07355
78.73,0.07403
79.4,0.0745
80.08,0.07498
80.75,0.07545
81.42,0.07591
82.1,0.07638
82.77,0.07683
83.44,0.07729
84.11,0.07774
84.79,0.07818
85.46,0.07863
86.13,0.07906
86.81,0.0795
87.48,0.07993
88.15,0.08035
88.82,0.08078
89.5,0.08119
90.17,0.08161
90.84,0.08202
91.52,0.08242
92.19,0.08282
92.86,0.08322
93.53,0.08361
94.21,0.084
94.88,0.08439
95.55,0.08477
96.23,0.08514
96.9,0.08551
97.57,0.08588
98.25,0.08624
98.92,0.0866
99.59,0.08696
100.3,0.08731
100.9,0.08765
101.6,0.08799
102.3,0.08833
103,0.08866
103.6,0.08899
104.3,0.08931
105,0.08963
105.6,0.08994
106.3,0.09025
107,0.09056
107.7,0.09086
108.3,0.09115
109,0.09144
109.7,0.09173
110.4,0.09201
111,0.09229
111.7,0.09256
112.4,0.09282
113,0.09309
113.7,0.09335
114.4,0.0936
115.1,0.09385
115.7,0.09409
116.4,0.09433
117.1,0.09456
117.8,0.09479
118.4,0.09502
119.1,0.09524
119.8,0.09545
120.5,0.09566
121.1,0.09587
121.8,0.09607
122.5,0.09626
123.1,0.09645
123.8,0.09664
124.5,0.09682
125.2,0.097
125.8,0.09717
126.5,0.09733
127.2,0.09749
127.9,0.09765
128.5,0.0978
129.2,0.09795
129.9,0.09809
130.5,0.09822
131.2,0.09835
131.9,0.09848
132.6,0.0986
133.2,0.09872
133.9,0.09883
134.6,0.09894
135.3,0.09904
135.9,0.09913
136.6,0.09922
137.3,0.09931
137.9,0.09939
138.6,0.09947
139.3,0.09954
140,0.0996
140.6,0.09966
141.3,0.09972
142,0.09977
142.7,0.09982
143.3,0.09986
144,0.09989
144.7,0.09992
145.3,0.09995
146,0.09997
146.7,0.09998
147.4,0.09999
148,0.1
148.7,0.1
149.4,0.09999
150.1,0.09998
150.7,0.09997
151.4,0.09995
152.1,0.09992
152.8,0.09989
153.4,0.09986
154.1,0.09982
154.8,0.09977
155.4,0.09972
156.1,0.09966
156.8,0.0996
157.5,0.09954
158.1,0.09947
158.8,0.09939
159.5,0.09931
160.2,0.09922
160.8,0.09913
161.5,0.09904
162.2,0.09894
162.8,0.09883
163.5,0.09872
164.2,0.0986
164.9,0.09848
165.5,0.09835
166.2,0.09822
166.9,0.09809
167.6,0.09795
168.2,0.0978
168.9,0.09765
169.6,0.09749
170.2,0.09733
170.9,0.09717
171.6,0.097
172.3,0.09682
172.9,0.09664
173.6,0.09645
174.3,0.09626
175,0.09607
175.6,0.09587
176.3,0.09566
177,0.09545
177.6,0.09524
178.3,0.09502
179,0.09479
179.7,0.09456
180.3,0.09433
181,0.09409
181.7,0.09385
182.4,0.0936
183,0.09335
183.7,0.09309
184.4,0.09282
185.1,0.09256
185.7,0.09229
186.4,0.09201
187.1,0.09173
187.7,0.09144
188.4,0.09115
189.1,0.09086
189.8,0.09056
190.4,0.09025
191.1,0.08994
191.8,0.08963
192.5,0.08931
193.1,0.08899
193.8,0.08866
194.5,0.08833
195.1,0.08799
195.8,0.08765
196.5,0.08731
197.2,0.08696
197.8,0.0866
198.5,0.08624
199.2,0.08588
199.9,0.08551
200.5,0.08514
201.2,0.08477
201.9,0.08439
202.5,0.084
203.2,0.08361
203.9,0.08322
204.6,0.08282
205.2,0.08242
205.9,0.08202
206.6,0.08161
207.3,0.08119
207.9,0.08078
208.6,0.08035
209.3,0.07993
209.9,0.0795
210.6,0.07906
211.3,0.07863
212,0.07818
212.6,0.07774
213.3,0.07729
214,0.07683
214.7,0.07638
215.3,0.07591
216,0.07545
216.7,0.07498
217.4,0.0745
218,0.07403
218.7,0.07355
219.4,0.07306
220,0.07257
220.7,0.07208
221.4,0.07159
222.1,0.07109
222.7,0.07058
223.4,0.07008
224.1,0.06957
224.8,0.06905
225.4,0.06854
226.1,0.06802
226.8,0.06749
227.4,0.06697
228.1,0.06644
228.8,0.0659
229.5,0.06536
230.1,0.06482
230.8,0.06428
231.5,0.06373
232.2,0.06318
232.8,0.06263
233.5,0.06207
234.2,0.06151
234.8,0.06095
235.5,0.06038
236.2,0.05981
236.9,0.05924
237.5,0.05866
238.2,0.05808
238.9,0.0575
239.6,0.05692
240.2,0.05633
240.9,0.05574
241.6,0.05515
242.2,0.05455
242.9,0.05396
243.6,0.05335
244.3,0.05275
244.9,0.05214
245.6,0.05153
246.3,0.05092
247,0.05031
247.6,0.04969
248.3,0.04907
249,0.04845
249.7,0.04783
250.3,0.0472
251,0.04657
251.7,0.04594
252.3,0.0453
253,0.04467
253.7,0.04403
254.4,0.04339
255,0.04275
255.7,0.0421
256.4,0.04145
257.1,0.0408
257.7,0.04015
258.4,0.0395
259.1,0.03884
259.7,0.03819
260.4,0.03753
261.1,0.03687
261.8,0.0362
262.4,0.03554
263.1,0.03487
263.8,0.0342
264.5,0.03353
265.1,0.03286
265.8,0.03219
266.5,0.03151
267.1,0.03083
267.8,0.03016
268.5,0.02948
269.2,0.02879
269.8,0.02811
270.5,0.02743
271.2,0.02674
271.9,0.02605
272.5,0.02537
273.2,0.02468
273.9,0.02398
274.5,0.02329
275.2,0.0226
275.9,0.0219
276.6,0.02121
277.2,0.02051
277.9,0.01981
278.6,0.01912
279.3,0.01842
279.9,0.01772
280.6,0.01701
281.3,0.01631
282,0.01561
282.6,0.0149
283.3,0.0142
284,0.01349
284.6,0.01279
285.3,0.01208
286,0.01137
286.7,0.01067
287.3,0.009957
288,0.009248
288.7,0.008538
289.4,0.007828
290,0.007118
290.7,0.006407
291.4,0.005696
292,0.004985
292.7,0.004273
293.4,0.003561
294.1,0.002849
294.7,0.002137
295.4,0.001425
296.1,0.0007124
296.8,5.765e-09
297.4,-0.0007124
298.1,-0.001425
298.8,-0.002137
299.4,-0.002849
300.1,-0.003561
300.8,-0.004273
301.5,-0.004985
302.1,-0.005696
302.8,-0.006407
303.5,-0.007118
304.2,-0.007828
304.8,-0.008538
305.5,-0.009248
306.2,-0.009957
306.8,-0.01067
307.5,-0.01137
308.2,-0.01208
308.9,-0.01279
309.5,-0.01349
310.2,-0.0142
310.9,-0.0149
311.6,-0.01561
312.2,-0.01631
312.9,-0.01701
313.6,-0.01772
314.3,-0.01842
314.9,-0.01912
315.6,-0.01981
316.3,-0.02051
316.9,-0.02121
317.6,-0.0219
318.3,-0.0226
319,-0.02329
319.6,-0.02398
320.3,-0.02468
321,-0.02537
321.7,-0.02605
322.3,-0.02674
323,-0.02743
323.7,-0.02811
324.3,-0.02879
325,-0.02948
325.7,-0.03016
326.4,-0.03083
327,-0.03151
327.7,-0.03219
328.4,-0.03286
329.1,-0.03353
329.7,-0.0342
330.4,-0.03487
331.1,-0.03554
331.7,-0.0362
332.4,-0.03687
333.1,-0.03753
333.8,-0.03819
334.4,-0.03884
335.1,-0.0395
335.8,-0.04015
336.5,-0.0408
337.1,-0.04145
337.8,-0.0421
338.5,-0.04275
339.1,-0.04339
339.8,-0.04403
340.5,-0.04467
341.2,-0.0453
341.8,-0.04594
342.5,-0.04657
343.2,-0.0472
343.9,-0.04783
344.5,-0.04845
345.2,-0.04907
345.9,-0.04969
346.5,-0.05031
347.2,-0.05092
347.9,-0.05153
348.6,-0.05214
349.2,-0.05275
349.9,-0.05335
350.6,-0.05396
351.3,-0.05455
351.9,-0.05515
352.6,-0.05574
353.3,-0.05633
354,-0.05692
354.6,-0.0575
355.3,-0.05808
356,-0.05866
356.6,-0.05924
357.3,-0.05981
358,-0.06038
358.7,-0.06095
359.3,-0.06151
360,-0.06207
360.7,-0.06263
361.4,-0.06318
362,-0.06373
362.7,-0.06428
363.4,-0.06482
364,-0.06536
364.7,-0.0659
365.4,-0.06644
366.1,-0.06697
366.7,-0.06749
367.4,-0.06802
368.1,-0.06854
368.8,-0.06905
369.4,-0.06957
370.1,-0.07008
370.8,-0.07058
371.4,-0.07109
372.1,-0.07159
372.8,-0.07208
373.5,-0.07257
374.1,-0.07306
374.8,-0.07355
375.5,-0.07403
376.2,-0.0745
376.8,-0.07498
377.5,-0.07545
378.2,-0.07591
378.8,-0.07638
379.5,-0.07683
380.2,-0.07729
380.9,-0.07774
381.5,-0.07818
382.2,-0.07863
382.9,-0.07906
383.6,-0.0795
384.2,-0.07993
384.9,-0.08035
385.6,-0.08078
386.3,-0.08119
386.9,-0.08161
387.6,-0.08202
388.3,-0.08242
388.9,-0.08282
389.6,-0.08322
390.3,-0.08361
391,-0.084
391.6,-0.08439
392.3,-0.08477
393,-0.08514
393.7,-0.08551
394.3,-0.08588
395,-0.08624
395.7,-0.0866
396.3,-0.08696
397,-0.08731
397.7,-0.08765
398.4,-0.08799
399,-0.08833
399.7,-0.08866
400.4,-0.08899
401.1,-0.08931
401.7,-0.08963
402.4,-0.08994
403.1,-0.09025
403.7,-0.09056
404.4,-0.09086
405.1,-0.09115
405.8,-0.09144
406.4,-0.09173
407.1,-0.09201
407.8,-0.09229
408.5,-0.09256
409.1,-0.09282
409.8,-0.09309
410.5,-0.09335
411.1,-0.0936
411.8,-0.09385
412.5,-0.09409
413.2,-0.09433
413.8,-0.09456
414.5,-0.09479
415.2,-0.09502
415.9,-0.09524
416.5,-0.09545
417.2,-0.09566
417.9,-0.09587
418.6,-0.09607
419.2,-0.09626
419.9,-0.09645
420.6,-0.09664
421.2,-0.09682
421.9,-0.097
422.6,-0.09717
423.3,-0.09733
423.9,-0.09749
424.6,-0.09765
425.3,-0.0978
426,-0.09795
426.6,-0.09809
427.3,-0.09822
428,-0.09835
428.6,-0.09848
429.3,-0.0986
430,-0.09872
430.7,-0.09883
431.3,-0.09894
432,-0.09904
432.7,-0.09913
433.4,-0.09922
434,-0.09931
434.7,-0.09939
435.4,-0.09947
436,-0.09954
436.7,-0.0996
437.4,-0.09966
438.1,-0.09972
438.7,-0.09977
439.4,-0.09982
440.1,-0.09986
440.8,-0.09989
441.4,-0.09992
442.1,-0.09995
442.8,-0.09997
443.4,-0.09998
444.1,-0.09999
444.8,-0.1
445.5,-0.1
446.1,-0.09999
446.8,-0.09998
447.5,-0.09997
448.2,-0.09995
448.8,-0.09992
449.5,-0.09989
450.2,-0.09986
450.9,-0.09982
451.5,-0.09977
452.2,-0.09972
452.9,-0.09966
453.5,-0.0996
454.2,-0.09954
454.9,-0.09947
455.6,-0.09939
456.2,-0.09931
456.9,-0.09922
457.6,-0.09913
458.3,-0.09904
458.9,-0.09894
459.6,-0.09883
460.3,-0.09872
460.9,-0.0986
461.6,-0.09848
462.3,-0.09835
463,-0.09822
463.6,-0.09809
464.3,-0.09795
465,-0.0978
465.7,-0.09765
466.3,-0.09749
467,-0.09733
467.7,-0.09717
468.3,-0.097
469,-0.09682
469.7,-0.09664
470.4,-0.09645
471,-0.09626
471.7,-0.09607
472.4,-0.09587
473.1,-0.09566
473.7,-0.09545
474.4,-0.09524
475.1,-0.09502
475.7,-0.09479
476.4,-0.09456
477.1,-0.09433
477.8,-0.09409
478.4,-0.09385
479.1,-0.0936
479.8,-0.09335
480.5,-0.09309
481.1,-0.09282
481.8,-0.09256
482.5,-0.09229
483.2,-0.09201
483.8,-0.09173
484.5,-0.09144
485.2,-0.09115
485.8,-0.09086
486.5,-0.09056
487.2,-0.09025
487.9,-0.08994
488.5,-0.08963
489.2,-0.08931
489.9,-0.08899
490.6,-0.08866
491.2,-0.08833
491.9,-0.08799
492.6,-0.08765
493.2,-0.08731
493.9,-0.08696
494.6,-0.0866
495.3,-0.08624
495.9,-0.08588
496.6,-0.08551
497.3,-0.08514
498,-0.08477
498.6,-0.08439
499.3,-0.084
500,-0.08361
500.6,-0.08322
501.3,-0.08282
502,-0.08242
502.7,-0.08202
503.3,-0.08161
504,-0.08119
504.7,-0.08078
505.4,-0.08035
506,-0.07993
506.7,-0.0795
507.4,-0.07906
508,-0.07863
508.7,-0.07818
509.4,-0.07774
510.1,-0.07729
510.7,-0.07683
511.4,-0.07638
512.1,-0.07591
512.8,-0.07545
513.4,-0.07498
514.1,-0.0745
514.8,-0.07403
515.5,-0.07355
516.1,-0.07306
516.8,-0.07257
517.5,-0.07208
518.1,-0.07159
518.8,-0.07109
519.5,-0.07058
520.2,-0.07008
520.8,-0.06957
521.5,-0.06905
522.2,-0.06854
522.9,-0.06802
523.5,-0.06749
524.2,-0.06697
524.9,-0.06644
525.5,-0.0659
526.2,-0.06536
526.9,-0.06482
527.6,-0.06428
528.2,-0.06373
528.9,-0.06318
529.6,-0.06263
530.3,-0.06207
530.9,-0.06151
531.6,-0.06095
