frequency, value
0,0
86.13,0.00783
172.3,0.01562
258.4,0.02335
344.5,0.03096
430.7,0.03843
516.8,0.04573
602.9,0.05281
689.1,0.05965
775.2,0.06622
861.3,0.07248
947.5,0.07841
1034,0.08399
1120,0.08918
1206,0.09396
1292,0.09832
1378,0.1022
1464,0.1057
1550,0.1087
1637,0.1111
1723,0.1131
1809,0.1146
1895,0.1156
1981,0.1161
2067,0.1161
2153,0.1155
2239,0.1145
2326,0.113
2412,0.111
2498,0.1085
2584,0.1056
2670,0.1023
2756,0.09851
2842,0.09438
2929,0.08989
3015,0.08506
3101,0.07992
3187,0.0745
3273,0.06884
3359,0.06296
3445,0.05691
3531,0.0507
3618,0.04438
3704,0.03798
3790,0.03155
3876,0.0251
3962,0.01869
4048,0.01235
4134,0.006105
4221,5.417e-09
4307,-0.005933
4393,-0.01166
4479,-0.01715
4565,-0.02237
4651,-0.0273
4737,-0.03189
4823,-0.03613
4910,-0.04
4996,-0.04346
5082,-0.0465
5168,-0.0491
5254,-0.05124
5340,-0.05292
5426,-0.0541
5512,-0.0548
5599,-0.055
5685,-0.05469
5771,-0.05388
5857,-0.05256
5943,-0.05075
6029,-0.04844
6115,-0.04564
6202,-0.04237
6288,-0.03864
6374,-0.03446
6460,-0.02985
6546,-0.02484
6632,-0.01944
6718,-0.01369
6804,-0.007593
6891,-0.001194
6977,0.005482
7063,0.0124
7149,0.01954
7235,0.02686
7321,0.03432
7407,0.0419
7494,0.04955
7580,0.05724
7666,0.06493
7752,0.0726
7838,0.0802
7924,0.08769
8010,0.09504
8096,0.1022
8183,0.1092
8269,0.1159
8355,0.1224
8441,0.1286
8527,0.1344
8613,0.1399
8699,0.145
8786,0.1497
8872,0.1539
8958,0.1577
9044,0.1611
9130,0.164
9216,0.1664
9302,0.1683
9388,0.1697
9475,0.1706
9561,0.1709
9647,0.1708
9733,0.1702
9819,0.169
9905,0.1674
9991,0.1653
1.008e+04,0.1627
1.016e+04,0.1596
1.025e+04,0.1562
1.034e+04,0.1523
1.042e+04,0.148
1.051e+04,0.1433
1.059e+04,0.1383
1.068e+04,0.133
1.077e+04,0.1274
1.085e+04,0.1216
1.094e+04,0.1155
1.102e+04,0.1092
1.111e+04,0.1028
1.12e+04,0.09624
1.128e+04,0.0896
1.137e+04,0.08291
1.146e+04,0.07621
1.154e+04,0.06953
1.163e+04,0.0629
1.171e+04,0.05637
1.18e+04,0.04996
1.189e+04,0.04372
1.197e+04,0.03768
1.206e+04,0.03186
1.214e+04,0.0263
1.223e+04,0.02104
1.232e+04,0.01609
1.24e+04,0.01149
1.249e+04,0.007256
1.258e+04,0.00342
1.266e+04,8.647e-09
1.275e+04,-0.002985
1.283e+04,-0.005519
1.292e+04,-0.007586
1.301e+04,-0.009174
1.309e+04,-0.01027
1.318e+04,-0.01088
1.326e+04,-0.01098
1.335e+04,-0.01058
1.344e+04,-0.009682
1.352e+04,-0.008282
1.361e+04,-0.006388
1.37e+04,-0.004008
1.378e+04,-0.001153
1.387e+04,0.002163
1.395e+04,0.005927
1.404e+04,0.01012
1.413e+04,0.01472
1.421e+04,0.01971
1.43e+04,0.02506
1.438e+04,0.03075
1.447e+04,0.03676
1.456e+04,0.04304
1.464e+04,0.04957
1.473e+04,0.05632
1.481e+04,0.06326
1.49e+04,0.07034
1.499e+04,0.07755
1.507e+04,0.08484
1.516e+04,0.09217
1.525e+04,0.09951
1.533e+04,0.1068
1.542e+04,0.1141
1.55e+04,0.1212
1.559e+04,0.1283
1.568e+04,0.1351
1.576e+04,0.1418
1.585e+04,0.1482
1.593e+04,0.1543
1.602e+04,0.1602
1.611e+04,0.1657
1.619e+04,0.1709
1.628e+04,0.1757
1.637e+04,0.1801
1.645e+04,0.184
1.654e+04,0.1876
1.662e+04,0.1906
1.671e+04,0.1932
1.68e+04,0.1954
1.688e+04,0.197
1.697e+04,0.1981
1.705e+04,0.1987
1.714e+04,0.1988
1.723e+04,0.1983
1.731e+04,0.1974
1.74e+04,0.196
1.748e+04,0.194
1.757e+04,0.1916
1.766e+04,0.1887
1.774e+04,0.1853
1.783e+04,0.1816
1.792e+04,0.1773
1.8e+04,0.1727
1.809e+04,0.1677
1.817e+04,0.1624
1.826e+04,0.1567
1.835e+04,0.1508
1.843e+04,0.1446
1.852e+04,0.1381
1.86e+04,0.1315
1.869e+04,0.1246
1.878e+04,0.1177
1.886e+04,0.1107
1.895e+04,0.1036
1.904e+04,0.09644
1.912e+04,0.08933
1.921e+04,0.08227
1.929e+04,0.07529
1.938e+04,0.06844
1.947e+04,0.06174
1.955e+04,0.05523
1.964e+04,0.04893
1.972e+04,0.0429
1.981e+04,0.03714
1.99e+04,0.0317
1.998e+04,0.0266
2.007e+04,0.02187
2.016e+04,0.01752
2.024e+04,0.01359
2.033e+04,0.01008
2.041e+04,0.007025
2.05e+04,0.004431
2.059e+04,0.002314
2.067e+04,0.0006821
2.076e+04,-0.0004555
2.084e+04,-0.001094
2.093e+04,-0.00123
2.102e+04,-0.000865
2.11e+04,-5.005e-09
2.119e+04,0.00136
2.127e+04,0.003206
2.136e+04,0.00553
2.145e+04,0.008318
2.153e+04,0.01156
2.162e+04,0.01523
2.171e+04,0.01931
2.179e+04,0.02378
2.188e+04,0.02863
2.196e+04,0.03381
