frequency, value
0,0
21.53,0.00783
43.07,0.01562
64.6,0.02335
86.13,0.03096
107.7,0.03843
129.2,0.04573
150.7,0.05281
172.3,0.05965
193.8,0.06622
215.3,0.07248
236.9,0.07841
258.4,0.08399
279.9,0.08918
301.5,0.09396
323,0.09832
344.5,0.1022
366.1,0.1057
387.6,0.1087
409.1,0.1111
430.7,0.1131
452.2,0.1146
473.7,0.1156
495.3,0.1161
516.8,0.1161
538.3,0.1155
559.9,0.1145
581.4,0.113
602.9,0.111
624.5,0.1085
646,0.1056
667.5,0.1023
689.1,0.09851
710.6,0.09438
732.1,0.08989
753.7,0.08506
775.2,0.07992
796.7,0.0745
818.3,0.06884
839.8,0.06296
861.3,0.05691
882.9,0.0507
904.4,0.04438
925.9,0.03798
947.5,0.03155
969,0.0251
990.5,0.01869
1012,0.01235
1034,0.006105
1055,5.417e-09
1077,-0.005933
1098,-0.01166
1120,-0.01715
1141,-0.02237
1163,-0.0273
1184,-0.03189
1206,-0.03613
1227,-0.04
1249,-0.04346
1270,-0.0465
1292,-0.0491
1314,-0.05124
1335,-0.05292
1357,-0.0541
1378,-0.0548
1400,-0.055
1421,-0.05469
1443,-0.05388
1464,-0.05256
1486,-0.05075
1507,-0.04844
1529,-0.04564
1550,-0.04237
1572,-0.03864
1593,-0.03446
1615,-0.02985
1637,-0.02484
1658,-0.01944
1680,-0.01369
1701,-0.007593
1723,-0.001194
1744,0.005482
1766,0.0124
1787,0.01954
1809,0.02686
1830,0.03432
1852,0.0419
1873,0.04955
1895,0.05724
1916,0.06493
1938,0.0726
1960,0.0802
1981,0.08769
2003,0.09504
2024,0.1022
2046,0.1092
2067,0.1159
2089,0.1224
2110,0.1286
2132,0.1344
2153,0.1399
2175,0.145
2196,0.1497
2218,0.1539
2239,0.1577
2261,0.1611
2283,0.164
2304,0.1664
2326,0.1683
2347,0.1697
2369,0.1706
2390,0.1709
2412,0.1708
2433,0.1702
2455,0.169
2476,0.1674
2498,0.1653
2519,0.1627
2541,0.1596
2562,0.1562
2584,0.1523
2606,0.148
2627,0.1433
2649,0.1383
2670,0.133
2692,0.1274
2713,0.1216
2735,0.1155
2756,0.1092
2778,0.1028
2799,0.09624
2821,0.0896
2842,0.08291
2864,0.07621
2885,0.06953
2907,0.0629
2929,0.05637
2950,0.04996
2972,0.04372
2993,0.03768
3015,0.03186
3036,0.0263
3058,0.02104
3079,0.01609
3101,0.01149
3122,0.007256
3144,0.00342
3165,8.647e-09
3187,-0.002985
3208,-0.005519
3230,-0.007586
3252,-0.009174
3273,-0.01027
3295,-0.01088
3316,-0.01098
3338,-0.01058
3359,-0.009682
3381,-0.008282
3402,-0.006388
3424,-0.004008
3445,-0.001153
3467,0.002163
3488,0.005927
3510,0.01012
3531,0.01472
3553,0.01971
3575,0.02506
3596,0.03075
3618,0.03676
3639,0.04304
3661,0.04957
3682,0.05632
3704,0.06326
3725,0.07034
3747,0.07755
3768,0.08484
3790,0.09217
3811,0.09951
3833,0.1068
3854,0.1141
3876,0.1212
3898,0.1283
3919,0.1351
3941,0.1418
3962,0.1482
3984,0.1543
4005,0.1602
4027,0.1657
4048,0.1709
4070,0.1757
4091,0.1801
4113,0.184
4134,0.1876
4156,0.1906
4177,0.1932
4199,0.1954
4221,0.197
4242,0.1981
4264,0.1987
4285,0.1988
4307,0.1983
4328,0.1974
4350,0.196
4371,0.194
4393,0.1916
4414,0.1887
4436,0.1853
4457,0.1816
4479,0.1773
4500,0.1727
4522,0.1677
4544,0.1624
4565,0.1567
4587,0.1508
4608,0.1446
4630,0.1381
4651,0.1315
4673,0.1246
4694,0.1177
4716,0.1107
4737,0.1036
4759,0.09644
4780,0.08933
4802,0.08227
4823,0.07529
4845,0.06844
4867,0.06174
4888,0.05523
4910,0.04893
4931,0.0429
4953,0.03714
4974,0.0317
4996,0.0266
5017,0.02187
5039,0.01752
5060,0.01359
5082,0.01008
5103,0.007025
5125,0.004431
5146,0.002314
5168,0.0006821
5190,-0.0004555
5211,-0.001094
5233,-0.00123
5254,-0.000865
5276,-5.005e-09
5297,0.00136
5319,0.003206
5340,0.00553
5362,0.008318
5383,0.01156
5405,0.01523
5426,0.01931
5448,0.02378
5469,0.02863
5491,0.03381
5512,0.03932
5534,0.0451
5556,0.05115
5577,0.05742
5599,0.06388
5620,0.0705
5642,0.07725
5663,0.08408
5685,0.09096
5706,0.09787
5728,0.1047
5749,0.1116
5771,0.1183
5792,0.1249
5814,0.1314
5835,0.1376
5857,0.1437
5879,0.1494
5900,0.1549
5922,0.1601
5943,0.1649
5965,0.1693
5986,0.1733
6008,0.177
6029,0.1801
6051,0.1829
6072,0.1851
6094,0.1869
6115,0.1882
6137,0.1889
6158,0.1892
6180,0.189
6202,0.1882
6223,0.1869
6245,0.1852
6266,0.1829
6288,0.1801
6309,0.1769
6331,0.1732
6352,0.1691
6374,0.1645
6395,0.1595
6417,0.1542
6438,0.1485
6460,0.1425
6481,0.1361
6503,0.1296
6525,0.1227
6546,0.1157
6568,0.1085
6589,0.1011
6611,0.09369
6632,0.08618
6654,0.07864
6675,0.07111
6697,0.06362
6718,0.05621
6740,0.04891
6761,0.04176
6783,0.03479
6804,0.02805
6826,0.02155
6848,0.01532
6869,0.009409
6891,0.003831
6912,-0.001385
6934,-0.006216
6955,-0.01064
6977,-0.01463
6998,-0.01818
7020,-0.02127
7041,-0.02388
7063,-0.026
7084,-0.02764
7106,-0.02877
7127,-0.0294
7149,-0.02953
7171,-0.02915
7192,-0.02828
7214,-0.02691
7235,-0.02507
7257,-0.02276
7278,-0.01999
7300,-0.01679
7321,-0.01316
7343,-0.009141
7364,-0.004745
7386,-3.091e-08
7407,0.005068
7429,0.01043
7450,0.01606
7472,0.02192
7494,0.02798
7515,0.03421
7537,0.04057
7558,0.04702
7580,0.05354
7601,0.06009
7623,0.06662
7644,0.07311
7666,0.07952
7687,0.08581
7709,0.09194
7730,0.09789
7752,0.1036
7773,0.1091
7795,0.1143
7817,0.1192
7838,0.1237
7860,0.1279
7881,0.1317
7903,0.1351
7924,0.138
7946,0.1405
7967,0.1425
7989,0.1441
8010,0.1451
8032,0.1457
8053,0.1458
8075,0.1453
8096,0.1443
8118,0.1429
8140,0.1409
8161,0.1384
8183,0.1354
8204,0.132
8226,0.1281
8247,0.1238
8269,0.119
8290,0.1138
8312,0.1083
8333,0.1023
8355,0.0961
8376,0.08956
8398,0.08274
8419,0.07567
8441,0.0684
8463,0.06096
8484,0.05337
8506,0.04568
8527,0.03792
8549,0.03012
8570,0.02233
8592,0.01457
8613,0.006889
8635,-0.0006829
8656,-0.008111
8678,-0.01536
8699,-0.0224
8721,-0.02919
8742,-0.0357
8764,-0.04192
8786,-0.04779
8807,-0.05331
8829,-0.05845
8850,-0.06318
8872,-0.06748
8893,-0.07134
8915,-0.07473
8936,-0.07765
8958,-0.08008
8979,-0.08202
9001,-0.08346
9022,-0.08439
9044,-0.08482
9065,-0.08474
9087,-0.08415
9109,-0.08308
9130,-0.08152
9152,-0.07948
9173,-0.07699
9195,-0.07405
9216,-0.07068
9238,-0.06691
9259,-0.06276
9281,-0.05825
9302,-0.0534
9324,-0.04826
9345,-0.04284
9367,-0.03718
9388,-0.03131
9410,-0.02526
9432,-0.01907
9453,-0.01277
9475,-0.006405
9496,-5.188e-08
9518,0.006405
9539,0.01277
9561,0.01907
9582,0.02526
9604,0.03131
9625,0.03718
9647,0.04284
9668,0.04826
9690,0.0534
9711,0.05825
9733,0.06276
9755,0.06691
9776,0.07068
9798,0.07405
9819,0.07699
9841,0.07948
9862,0.08152
9884,0.08308
9905,0.08415
9927,0.08474
9948,0.08482
9970,0.08439
9991,0.08346
1.001e+04,0.08202
1.003e+04,0.08008
1.006e+04,0.07765
1.008e+04,0.07473
1.01e+04,0.07134
1.012e+04,0.06748
1.014e+04,0.06318
1.016e+04,0.05845
1.019e+04,0.05331
1.021e+04,0.04779
1.023e+04,0.04192
1.025e+04,0.0357
1.027e+04,0.02919
1.029e+04,0.0224
1.031e+04,0.01536
1.034e+04,0.008111
1.036e+04,0.000683
1.038e+04,-0.006889
1.04e+04,-0.01457
1.042e+04,-0.02233
1.044e+04,-0.03012
1.047e+04,-0.03792
1.049e+04,-0.04568
1.051e+04,-0.05337
1.053e+04,-0.06096
1.055e+04,-0.0684
1.057e+04,-0.07567
1.059e+04,-0.08274
1.062e+04,-0.08956
1.064e+04,-0.0961
1.066e+04,-0.1023
1.068e+04,-0.1083
1.07e+04,-0.1138
1.072e+04,-0.119
1.075e+04,-0.1238
1.077e+04,-0.1281
1.079e+04,-0.132
1.081e+04,-0.1354
1.083e+04,-0.1384
1.085e+04,-0.1409
1.087e+04,-0.1429
1.09e+04,-0.1443
1.092e+04,-0.1453
1.094e+04,-0.1458
1.096e+04,-0.1457
1.098e+04,-0.1451
1.1e+04,-0.1441
1.102e+04,-0.1425
1.105e+04,-0.1405
1.107e+04,-0.138
1.109e+04,-0.1351
1.111e+04,-0.1317
1.113e+04,-0.1279
1.115e+04,-0.1237
1.118e+04,-0.1192
1.12e+04,-0.1143
1.122e+04,-0.1091
1.124e+04,-0.1036
1.126e+04,-0.09789
1.128e+04,-0.09194
1.13e+04,-0.08581
1.133e+04,-0.07952
1.135e+04,-0.07311
1.137e+04,-0.06662
