frequency, value
0,0
5.383,0.00783
10.77,0.01562
16.15,0.02335
21.53,0.03096
26.92,0.03843
32.3,0.04573
37.68,0.05281
43.07,0.05965
48.45,0.06622
53.83,0.07248
59.22,0.07841
64.6,0.08399
69.98,0.08918
75.37,0.09396
80.75,0.09832
86.13,0.1022
91.52,0.1057
96.9,0.1087
102.3,0.1111
107.7,0.1131
113,0.1146
118.4,0.1156
123.8,0.1161
129.2,0.1161
134.6,0.1155
140,0.1145
145.3,0.113
150.7,0.111
156.1,0.1085
161.5,0.1056
166.9,0.1023
172.3,0.09851
177.6,0.09438
183,0.08989
188.4,0.08506
193.8,0.07992
199.2,0.0745
204.6,0.06884
209.9,0.06296
215.3,0.05691
220.7,0.0507
226.1,0.04438
231.5,0.03798
236.9,0.03155
242.2,0.0251
247.6,0.01869
253,0.01235
258.4,0.006105
263.8,5.417e-09
269.2,-0.005933
274.5,-0.01166
279.9,-0.01715
285.3,-0.02237
290.7,-0.0273
296.1,-0.03189
301.5,-0.03613
306.8,-0.04
312.2,-0.04346
317.6,-0.0465
323,-0.0491
328.4,-0.05124
333.8,-0.05292
339.1,-0.0541
344.5,-0.0548
349.9,-0.055
355.3,-0.05469
360.7,-0.05388
366.1,-0.05256
371.4,-0.05075
376.8,-0.04844
382.2,-0.04564
387.6,-0.04237
393,-0.03864
398.4,-0.03446
403.7,-0.02985
409.1,-0.02484
414.5,-0.01944
419.9,-0.01369
425.3,-0.007593
430.7,-0.001194
436,0.005482
441.4,0.0124
446.8,0.01954
452.2,0.02686
457.6,0.03432
463,0.0419
468.3,0.04955
473.7,0.05724
479.1,0.06493
484.5,0.0726
489.9,0.0802
495.3,0.08769
500.6,0.09504
506,0.1022
511.4,0.1092
516.8,0.1159
522.2,0.1224
527.6,0.1286
532.9,0.1344
538.3,0.1399
543.7,0.145
549.1,0.1497
554.5,0.1539
559.9,0.1577
565.2,0.1611
570.6,0.164
576,0.1664
581.4,0.1683
586.8,0.1697
592.2,0.1706
597.5,0.1709
602.9,0.1708
608.3,0.1702
613.7,0.169
619.1,0.1674
624.5,0.1653
629.8,0.1627
635.2,0.1596
640.6,0.1562
646,0.1523
651.4,0.148
656.8,0.1433
662.1,0.1383
667.5,0.133
672.9,0.1274
678.3,0.1216
683.7,0.1155
689.1,0.1092
694.4,0.1028
699.8,0.09624
705.2,0.0896
710.6,0.08291
716,0.07621
721.4,0.06953
726.7,0.0629
732.1,0.05637
737.5,0.04996
742.9,0.04372
748.3,0.03768
753.7,0.03186
759,0.0263
764.4,0.02104
769.8,0.01609
775.2,0.01149
780.6,0.007256
786,0.00342
791.3,8.647e-09
796.7,-0.002985
802.1,-0.005519
807.5,-0.007586
812.9,-0.009174
818.3,-0.01027
823.6,-0.01088
829,-0.01098
834.4,-0.01058
839.8,-0.009682
845.2,-0.008282
850.6,-0.006388
855.9,-0.004008
861.3,-0.001153
866.7,0.002163
872.1,0.005927
877.5,0.01012
882.9,0.01472
888.2,0.01971
893.6,0.02506
899,0.03075
904.4,0.03676
909.8,0.04304
915.2,0.04957
920.5,0.05632
925.9,0.06326
931.3,0.07034
936.7,0.07755
942.1,0.08484
947.5,0.09217
952.8,0.09951
958.2,0.1068
963.6,0.1141
969,0.1212
974.4,0.1283
979.8,0.1351
985.1,0.1418
990.5,0.1482
995.9,0.1543
1001,0.1602
1007,0.1657
1012,0.1709
1017,0.1757
1023,0.1801
1028,0.184
1034,0.1876
1039,0.1906
1044,0.1932
1050,0.1954
1055,0.197
1061,0.1981
1066,0.1987
1071,0.1988
1077,0.1983
1082,0.1974
1087,0.196
1093,0.194
1098,0.1916
1104,0.1887
1109,0.1853
1114,0.1816
1120,0.1773
1125,0.1727
1130,0.1677
1136,0.1624
1141,0.1567
1147,0.1508
1152,0.1446
1157,0.1381
1163,0.1315
1168,0.1246
1174,0.1177
1179,0.1107
1184,0.1036
1190,0.09644
1195,0.08933
1200,0.08227
1206,0.07529
1211,0.06844
1217,0.06174
1222,0.05523
1227,0.04893
1233,0.0429
1238,0.03714
1244,0.0317
1249,0.0266
1254,0.02187
1260,0.01752
1265,0.01359
1270,0.01008
1276,0.007025
1281,0.004431
1287,0.002314
1292,0.0006821
1297,-0.0004555
1303,-0.001094
1308,-0.00123
1314,-0.000865
1319,-5.005e-09
1324,0.00136
1330,0.003206
1335,0.00553
1340,0.008318
1346,0.01156
1351,0.01523
1357,0.01931
1362,0.02378
1367,0.02863
1373,0.03381
1378,0.03932
1384,0.0451
1389,0.05115
1394,0.05742
1400,0.06388
1405,0.0705
1410,0.07725
1416,0.08408
1421,0.09096
1427,0.09787
1432,0.1047
1437,0.1116
1443,0.1183
1448,0.1249
1453,0.1314
1459,0.1376
1464,0.1437
1470,0.1494
1475,0.1549
1480,0.1601
1486,0.1649
1491,0.1693
1497,0.1733
1502,0.177
1507,0.1801
1513,0.1829
1518,0.1851
1523,0.1869
1529,0.1882
1534,0.1889
1540,0.1892
1545,0.189
1550,0.1882
1556,0.1869
1561,0.1852
1567,0.1829
1572,0.1801
1577,0.1769
1583,0.1732
1588,0.1691
1593,0.1645
1599,0.1595
1604,0.1542
1610,0.1485
1615,0.1425
1620,0.1361
1626,0.1296
1631,0.1227
1637,0.1157
1642,0.1085
1647,0.1011
1653,0.09369
1658,0.08618
1663,0.07864
1669,0.07111
1674,0.06362
1680,0.05621
1685,0.04891
1690,0.04176
1696,0.03479
1701,0.02805
1707,0.02155
1712,0.01532
1717,0.009409
1723,0.003831
1728,-0.001385
1733,-0.006216
1739,-0.01064
1744,-0.01463
1750,-0.01818
1755,-0.02127
1760,-0.02388
1766,-0.026
1771,-0.02764
1776,-0.02877
1782,-0.0294
1787,-0.02953
1793,-0.02915
1798,-0.02828
1803,-0.02691
1809,-0.02507
1814,-0.02276
1820,-0.01999
1825,-0.01679
1830,-0.01316
1836,-0.009141
1841,-0.004745
1846,-3.091e-08
1852,0.005068
1857,0.01043
1863,0.01606
1868,0.02192
1873,0.02798
1879,0.03421
1884,0.04057
1890,0.04702
1895,0.05354
1900,0.06009
1906,0.06662
1911,0.07311
1916,0.07952
1922,0.08581
1927,0.09194
1933,0.09789
1938,0.1036
1943,0.1091
1949,0.1143
1954,0.1192
1960,0.1237
1965,0.1279
1970,0.1317
1976,0.1351
1981,0.138
1986,0.1405
1992,0.1425
1997,0.1441
2003,0.1451
2008,0.1457
2013,0.1458
2019,0.1453
2024,0.1443
2030,0.1429
2035,0.1409
2040,0.1384
2046,0.1354
2051,0.132
2056,0.1281
2062,0.1238
2067,0.119
2073,0.1138
2078,0.1083
2083,0.1023
2089,0.0961
2094,0.08956
2099,0.08274
2105,0.07567
2110,0.0684
2116,0.06096
2121,0.05337
2126,0.04568
2132,0.03792
2137,0.03012
2143,0.02233
2148,0.01457
2153,0.006889
2159,-0.0006829
2164,-0.008111
2169,-0.01536
2175,-0.0224
2180,-0.02919
2186,-0.0357
2191,-0.04192
2196,-0.04779
2202,-0.05331
2207,-0.05845
2213,-0.06318
2218,-0.06748
2223,-0.07134
2229,-0.07473
2234,-0.07765
2239,-0.08008
2245,-0.08202
2250,-0.08346
2256,-0.08439
2261,-0.08482
2266,-0.08474
2272,-0.08415
2277,-0.08308
2283,-0.08152
2288,-0.07948
2293,-0.07699
2299,-0.07405
2304,-0.07068
2309,-0.06691
2315,-0.06276
2320,-0.05825
2326,-0.0534
2331,-0.04826
2336,-0.04284
2342,-0.03718
2347,-0.03131
2353,-0.02526
2358,-0.01907
2363,-0.01277
2369,-0.006405
2374,-5.188e-08
2379,0.006405
2385,0.01277
2390,0.01907
2396,0.02526
2401,0.03131
2406,0.03718
2412,0.04284
2417,0.04826
2422,0.0534
2428,0.05825
2433,0.06276
2439,0.06691
2444,0.07068
2449,0.07405
2455,0.07699
2460,0.07948
2466,0.08152
2471,0.08308
2476,0.08415
2482,0.08474
2487,0.08482
2492,0.08439
2498,0.08346
2503,0.08202
2509,0.08008
2514,0.07765
2519,0.07473
2525,0.07134
2530,0.06748
2536,0.06318
2541,0.05845
2546,0.05331
2552,0.04779
2557,0.04192
2562,0.0357
2568,0.02919
2573,0.0224
2579,0.01536
2584,0.008111
2589,0.000683
2595,-0.006889
2600,-0.01457
2606,-0.02233
2611,-0.03012
2616,-0.03792
2622,-0.04568
2627,-0.05337
2632,-0.06096
2638,-0.0684
2643,-0.07567
2649,-0.08274
2654,-0.08956
2659,-0.0961
2665,-0.1023
2670,-0.1083
2676,-0.1138
2681,-0.119
2686,-0.1238
2692,-0.1281
2697,-0.132
2702,-0.1354
2708,-0.1384
2713,-0.1409
2719,-0.1429
2724,-0.1443
2729,-0.1453
2735,-0.1458
2740,-0.1457
2745,-0.1451
2751,-0.1441
2756,-0.1425
2762,-0.1405
2767,-0.138
2772,-0.1351
2778,-0.1317
2783,-0.1279
2789,-0.1237
2794,-0.1192
2799,-0.1143
2805,-0.1091
2810,-0.1036
2815,-0.09789
2821,-0.09194
2826,-0.08581
2832,-0.07952
2837,-0.07311
2842,-0.06662
2848,-0.06009
2853,-0.05354
2859,-0.04702
2864,-0.04057
2869,-0.03421
2875,-0.02798
2880,-0.02192
2885,-0.01606
2891,-0.01043
2896,-0.005068
2902,-4.858e-08
2907,0.004745
2912,0.009141
2918,0.01316
2923,0.01679
2929,0.01999
2934,0.02276
2939,0.02507
2945,0.02691
2950,0.02828
2955,0.02915
2961,0.02953
2966,0.0294
2972,0.02877
2977,0.02764
2982,0.026
2988,0.02388
2993,0.02127
2998,0.01818
3004,0.01463
3009,0.01064
3015,0.006216
3020,0.001385
3025,-0.003831
3031,-0.009409
3036,-0.01532
3042,-0.02154
3047,-0.02805
3052,-0.03479
3058,-0.04176
3063,-0.04891
3068,-0.05621
3074,-0.06362
3079,-0.07111
3085,-0.07864
3090,-0.08618
3095,-0.09369
3101,-0.1011
3106,-0.1085
3112,-0.1157
3117,-0.1227
3122,-0.1296
3128,-0.1361
3133,-0.1425
3138,-0.1485
3144,-0.1542
3149,-0.1595
3155,-0.1645
3160,-0.1691
3165,-0.1732
3171,-0.1769
3176,-0.1801
3182,-0.1829
3187,-0.1852
3192,-0.1869
3198,-0.1882
3203,-0.189
3208,-0.1892
3214,-0.1889
3219,-0.1882
3225,-0.1869
3230,-0.1851
3235,-0.1829
3241,-0.1801
3246,-0.177
3252,-0.1733
3257,-0.1693
3262,-0.1649
3268,-0.1601
3273,-0.1549
3278,-0.1494
3284,-0.1437
3289,-0.1376
3295,-0.1314
3300,-0.1249
3305,-0.1183
3311,-0.1116
3316,-0.1047
3321,-0.09787
3327,-0.09096
3332,-0.08408
3338,-0.07725
3343,-0.0705
3348,-0.06388
3354,-0.05742
3359,-0.05115
3365,-0.0451
3370,-0.03932
3375,-0.03381
3381,-0.02863
3386,-0.02378
3391,-0.01931
3397,-0.01523
3402,-0.01156
3408,-0.008318
3413,-0.00553
3418,-0.003206
3424,-0.00136
3429,-1.301e-08
3435,0.000865
3440,0.00123
3445,0.001094
3451,0.0004555
3456,-0.0006821
3461,-0.002314
3467,-0.004431
3472,-0.007025
3478,-0.01008
3483,-0.01359
3488,-0.01752
3494,-0.02187
3499,-0.0266
3505,-0.0317
3510,-0.03714
3515,-0.0429
3521,-0.04893
3526,-0.05523
3531,-0.06174
3537,-0.06844
3542,-0.07529
3548,-0.08227
3553,-0.08933
3558,-0.09644
3564,-0.1036
3569,-0.1107
3575,-0.1177
3580,-0.1246
3585,-0.1315
3591,-0.1381
3596,-0.1446
3601,-0.1508
3607,-0.1567
3612,-0.1624
3618,-0.1677
3623,-0.1727
3628,-0.1773
3634,-0.1816
3639,-0.1853
3644,-0.1887
3650,-0.1916
3655,-0.194
3661,-0.196
3666,-0.1974
3671,-0.1983
3677,-0.1988
3682,-0.1987
3688,-0.1981
3693,-0.197
3698,-0.1954
3704,-0.1932
3709,-0.1906
3714,-0.1876
3720,-0.184
3725,-0.1801
3731,-0.1757
3736,-0.1709
3741,-0.1657
3747,-0.1602
3752,-0.1543
3758,-0.1482
3763,-0.1418
3768,-0.1351
3774,-0.1283
3779,-0.1212
3784,-0.1141
3790,-0.1068
3795,-0.09951
3801,-0.09217
3806,-0.08484
3811,-0.07755
3817,-0.07034
3822,-0.06326
3828,-0.05632
3833,-0.04957
3838,-0.04304
3844,-0.03676
3849,-0.03075
3854,-0.02506
3860,-0.01971
3865,-0.01472
3871,-0.01012
3876,-0.005927
3881,-0.002163
3887,0.001153
3892,0.004008
3898,0.006388
3903,0.008282
3908,0.009682
3914,0.01058
3919,0.01098
3924,0.01088
3930,0.01027
3935,0.009174
3941,0.007586
3946,0.005519
3951,0.002985
3957,4.324e-08
3962,-0.00342
3967,-0.007256
3973,-0.01149
3978,-0.01609
3984,-0.02104
3989,-0.0263
3994,-0.03186
4000,-0.03768
4005,-0.04372
4011,-0.04996
4016,-0.05637
4021,-0.0629
4027,-0.06953
4032,-0.07621
4037,-0.08291
4043,-0.0896
4048,-0.09624
4054,-0.1028
4059,-0.1092
4064,-0.1155
4070,-0.1216
4075,-0.1274
4081,-0.133
4086,-0.1383
4091,-0.1433
4097,-0.148
4102,-0.1523
4107,-0.1562
4113,-0.1596
4118,-0.1627
4124,-0.1653
4129,-0.1674
4134,-0.169
4140,-0.1702
4145,-0.1708
4151,-0.1709
4156,-0.1706
4161,-0.1697
4167,-0.1683
4172,-0.1664
4177,-0.164
4183,-0.1611
4188,-0.1577
4194,-0.1539
4199,-0.1497
4204,-0.145
4210,-0.1399
4215,-0.1344
4221,-0.1286
4226,-0.1224
4231,-0.1159
4237,-0.1092
4242,-0.1022
4247,-0.09504
4253,-0.08769
4258,-0.0802
4264,-0.0726
4269,-0.06493
4274,-0.05724
4280,-0.04955
4285,-0.0419
4290,-0.03432
4296,-0.02686
4301,-0.01954
4307,-0.0124
4312,-0.005482
4317,0.001194
4323,0.007593
4328,0.01369
4334,0.01944
4339,0.02484
4344,0.02985
4350,0.03446
4355,0.03864
4360,0.04237
4366,0.04564
4371,0.04844
4377,0.05075
4382,0.05256
4387,0.05388
4393,0.05469
4398,0.055
4404,0.0548
4409,0.0541
4414,0.05292
4420,0.05125
4425,0.0491
4430,0.0465
4436,0.04346
4441,0.04
4447,0.03613
4452,0.03189
4457,0.0273
4463,0.02237
4468,0.01715
4474,0.01166
4479,0.005933
4484,9.209e-08
4490,-0.006105
4495,-0.01235
4500,-0.01869
4506,-0.0251
4511,-0.03155
4517,-0.03798
4522,-0.04438
4527,-0.0507
4533,-0.05691
4538,-0.06296
4544,-0.06884
4549,-0.0745
4554,-0.07992
4560,-0.08506
4565,-0.08989
4570,-0.09438
4576,-0.09851
4581,-0.1023
4587,-0.1056
4592,-0.1085
4597,-0.111
4603,-0.113
4608,-0.1145
4613,-0.1155
4619,-0.1161
4624,-0.1161
4630,-0.1156
4635,-0.1146
4640,-0.1131
4646,-0.1111
4651,-0.1087
4657,-0.1057
4662,-0.1022
4667,-0.09832
4673,-0.09396
4678,-0.08918
4683,-0.08399
4689,-0.07841
4694,-0.07248
4700,-0.06622
4705,-0.05965
4710,-0.05281
4716,-0.04573
4721,-0.03843
4727,-0.03096
4732,-0.02335
4737,-0.01562
4743,-0.00783
4748,-1.268e-07
4753,0.00783
4759,0.01562
4764,0.02335
4770,0.03096
4775,0.03843
4780,0.04573
4786,0.05281
4791,0.05965
4797,0.06622
4802,0.07248
4807,0.07841
4813,0.08399
4818,0.08918
4823,0.09396
4829,0.09832
4834,0.1022
4840,0.1057
4845,0.1087
4850,0.1111
4856,0.1131
4861,0.1146
4867,0.1156
4872,0.1161
