frequency, value
0,5.884
1.346,5.884
2.692,18.15
4.037,17.93
5.383,11.74
6.729,11.58
8.075,41.65
9.421,41.3
10.77,19.59
12.11,19.37
13.46,151.7
14.8,149.6
16.15,-75.4
17.5,-74.18
18.84,-20.22
20.19,-19.8
21.53,-7.879
22.88,-7.701
24.22,9.837
25.57,9.757
26.92,-10.96
28.26,-10.96
29.61,102.7
30.95,100.7
32.3,12.15
33.65,11.92
34.99,32.86
36.34,32.08
37.68,-5.285
39.03,-5.107
40.37,18.56
41.72,18.15
43.07,17.95
44.41,17.51
45.76,-2.328
47.1,-2.48
48.45,19.85
49.8,19.2
51.14,9.751
52.49,9.547
53.83,13.94
55.18,13.49
56.52,54.12
57.87,52.36
59.22,-25.7
60.56,-24.98
61.91,26.5
63.25,25.57
64.6,-8.907
65.95,-8.661
67.29,-27.97
68.64,-27.03
69.98,-113.6
71.33,-109.7
72.67,739
74.02,711.8
75.37,75.5
76.71,72.65
78.06,-11.87
79.4,-11.38
80.75,76.6
82.1,73.53
83.44,-41.88
84.79,-40.14
86.13,43.54
87.48,41.75
88.82,113.6
90.17,108.8
91.52,36.75
92.86,35.2
94.21,145.6
95.55,139.2
96.9,121.8
98.25,116.3
99.59,1009
100.9,962.4
102.3,-698
103.6,-665.4
105,-441.7
106.3,-420.7
107.7,-210
109,-199.8
110.4,12.76
111.7,12.14
113,-3.648
114.4,-3.507
115.7,-571.7
117.1,-542.4
118.4,-91.32
119.8,-86.55
121.1,-212.7
122.5,-201.4
123.8,23.58
125.2,22.33
126.5,-66.63
127.9,-62.97
129.2,-81.84
130.5,-77.27
131.9,-8.052
133.2,-7.657
134.6,-98.25
135.9,-92.67
137.3,163.1
138.6,153.7
140,-32.89
141.3,-30.94
142.7,60.25
144,56.67
145.3,-113.5
146.7,-106.7
148,-104.1
149.4,-97.77
150.7,-44.82
152.1,-42.08
153.4,48.61
154.8,45.61
156.1,8.179
157.5,7.542
158.8,-156.9
160.2,-146.6
161.5,-35.18
162.8,-32.87
164.2,-77.29
165.5,-72.27
166.9,8.186
168.2,7.704
169.6,-26.77
170.9,-24.99
172.3,-29.66
173.6,-27.61
175,-3.029
176.3,-2.839
177.6,-40.44
179,-37.64
180.3,76.86
181.7,71.4
183,-34.64
184.4,-32.14
185.7,-67.56
187.1,-62.68
188.4,-27.91
189.8,-25.88
191.1,-49.89
192.5,-46.27
193.8,-20.81
195.1,-19.27
196.5,-1.429
197.8,-1.224
199.2,22.55
200.5,20.81
201.9,-146.6
203.2,-136
204.6,-21.08
205.9,-19.52
207.3,-32.95
208.6,-30.53
209.9,2.139
211.3,2.04
212.6,-26.18
214,-24.2
215.3,-16.96
216.7,-15.64
218,46.88
219.4,43.17
220.7,-14.92
222.1,-13.89
223.4,58.14
224.8,53.83
226.1,14.48
227.4,13.35
228.8,106.6
230.1,98.35
231.5,-48.71
232.8,-45.12
234.2,-51.01
235.5,-47.05
236.9,-11.42
238.2,-10.65
239.6,100.8
240.9,92.54
242.2,-16.33
243.6,-15.42
244.9,-328.8
246.3,-299.4
247.6,-56.2
249,-51.29
250.3,-103.2
251.7,-94.68
253,5.18
254.4,4.963
255.7,-17.71
257.1,-16.29
258.4,-17.32
259.7,-15.73
261.1,-24.52
262.4,-22.32
263.8,-15.53
265.1,-14.12
266.5,-33.39
267.8,-30.62
269.2,-31.75
270.5,-28.77
271.9,-201.3
273.2,-182.7
274.5,108.4
275.9,98.41
277.2,52.99
278.6,48.06
279.9,22.32
281.3,20.23
282.6,-7.468
284,-6.719
285.3,3.372
286.7,3.086
288,24.75
289.4,22.29
290.7,3.33
292,3.007
293.4,4.983
294.7,4.522
296.1,-0.7008
297.4,-0.6251
298.8,-0.8829
300.1,-0.8041
301.5,-1.663
302.8,-1.472
304.2,1.158
305.5,1.082
306.8,-4.369
308.2,-3.913
309.5,7.88
310.9,7.034
312.2,-1.732
313.6,-1.514
314.9,9.278
316.3,8.383
317.6,-16.26
319,-14.55
320.3,-20.42
321.7,-18.3
323,-10.16
324.3,-9.083
325.7,16.98
327,15.26
328.4,-7.902
329.7,-7.126
331.1,-15.85
332.4,-14.14
333.8,-7.376
335.1,-6.568
336.5,-31.03
337.8,-27.7
339.1,9.169
340.5,8.22
341.8,-10.54
343.2,-9.396
344.5,-9.676
345.9,-8.565
347.2,-10.26
348.6,-9.152
349.9,-21.41
351.3,-19.01
352.6,30.28
354,26.71
355.3,-21.47
356.6,-19
358,-82.92
359.3,-73.6
360.7,10.67
362,9.62
363.4,-17.37
364.7,-15.27
366.1,-8.805
367.4,-7.738
368.8,2.148
370.1,1.969
371.4,-3.209
372.8,-2.906
374.1,-98.4
375.5,-87.13
376.8,-14.47
378.2,-12.77
379.5,-34.83
380.9,-30.78
382.2,3.537
383.6,3.179
384.9,-12.87
386.3,-11.35
387.6,-16.92
388.9,-14.89
390.3,5.558
391.6,4.791
393,-13.73
394.3,-12.2
395.7,39.68
397,34.96
398.4,-8.617
399.7,-7.568
401.1,8.545
402.4,7.524
403.7,-14.04
405.1,-12.44
406.4,3.129
407.8,2.581
409.1,-2.053
410.5,-1.865
411.8,-39.02
413.2,-34.03
414.5,18.79
415.9,16.38
417.2,158.3
418.6,137.7
419.9,25.04
421.2,21.8
422.6,56.94
423.9,49.64
425.3,-9.541
426.6,-8.355
428,9.722
429.3,8.514
430.7,-2.125
432,-1.841
433.4,19.22
434.7,16.66
436,-7.068
437.4,-6.113
438.7,104.7
440.1,90.84
441.4,-1.454
442.8,-1.213
444.1,120
445.5,104.4
446.8,-119.8
448.2,-104
449.5,-83.73
450.9,-72.62
452.2,-36.03
453.5,-31.25
454.9,-4.534
456.2,-3.884
457.6,-15.5
458.9,-13.42
460.3,-141.3
461.6,-122.3
463,-18.59
464.3,-16.09
465.7,-53.65
467,-46.4
468.3,10.16
