frequency, value
0,18.65
0.6729,18.65
1.346,29.89
2.019,29.65
2.692,21.3
3.365,21.11
4.037,7.19
4.71,6.999
5.383,23.86
6.056,23.53
6.729,14.76
7.402,14.49
8.075,43.31
8.748,43.12
9.421,28.08
10.09,27.67
10.77,37.74
11.44,37.3
12.11,90.26
12.79,89.14
13.46,232.5
14.13,229.3
14.8,-257
15.48,-253.2
16.15,-74.81
16.82,-73.62
17.5,-6.353
18.17,-6.271
18.84,-15.56
19.51,-15.33
20.19,-3.937
20.86,-3.81
21.53,1.178
22.21,1.231
22.88,17.24
23.55,16.87
24.22,29.81
24.9,29.57
25.57,-23.64
26.24,-23.61
26.92,-5.598
27.59,-5.528
28.26,-11.96
28.94,-11.65
29.61,159.6
30.28,155.7
30.95,49.53
31.63,48.71
32.3,27.22
32.97,26.57
33.65,21.63
34.32,21.03
34.99,42.53
35.66,41.16
36.34,-32.2
37.01,-31.17
37.68,5.794
38.36,5.786
39.03,12.79
39.7,12.53
40.37,31.36
41.05,30.56
41.72,12.58
42.39,12.31
43.07,31.97
43.74,31.17
44.41,37.73
45.09,36.56
45.76,-31.01
46.43,-30.38
47.1,33.56
47.78,32.48
48.45,15.77
49.12,15.12
49.8,-4.579
50.47,-4.637
51.14,9.127
51.81,9.247
52.49,-20.13
53.16,-19.65
53.83,13.04
54.51,12.63
55.18,57.04
55.85,55.29
56.52,101.2
57.2,98.34
57.87,-110.3
58.54,-107.2
59.22,-39.69
59.89,-38.64
60.56,-25.93
61.24,-25.24
61.91,7.567
62.58,7.071
63.25,3.301
63.93,3.166
64.6,-5.122
65.27,-5.03
65.95,-38.88
66.62,-37.69
67.29,74.44
67.96,71.93
68.64,-195.3
69.31,-188.6
69.98,-114.8
70.66,-110.8
71.33,-133.3
72,-128.5
72.67,1162
73.35,1119
74.02,378.7
74.69,364.6
75.37,137.2
76.04,132
76.71,-31.99
77.38,-30.75
78.06,-189.7
78.73,-182.3
79.4,231.4
80.08,222.3
80.75,117.5
81.42,112.8
82.1,65.96
82.77,63.3
83.44,-106.3
84.11,-101.9
84.79,43.11
85.46,41.34
86.13,86.86
86.81,83.27
87.48,97.88
88.15,93.81
88.82,105
89.5,100.5
90.17,24.84
90.84,23.84
91.52,117.1
92.19,112.1
92.86,88.78
93.53,84.92
94.21,21.44
94.88,20.48
95.55,175
96.23,167.2
96.9,228
97.57,217.8
98.25,524.7
98.92,501
99.59,1666
100.3,1590
100.9,-2116
101.6,-2018
102.3,-826.8
103,-788.2
103.6,-233.7
104.3,-222.7
105,-739.1
105.6,-703.9
106.3,-139.8
107,-133
107.7,-264.3
108.3,-251.5
109,-176
109.7,-167.4
110.4,163
111,155
111.7,-52.93
112.4,-50.37
113,11.08
113.7,10.51
114.4,100.2
115.1,95.12
115.7,-1036
116.4,-982.7
117.1,-242.4
117.8,-229.8
118.4,-187.6
119.1,-177.8
119.8,-172.2
120.5,-163.1
121.1,-277.8
121.8,-263.2
122.5,207.2
123.1,196.2
123.8,3.493
124.5,3.343
125.2,-31.59
125.8,-29.86
126.5,-140.8
127.2,-133.1
127.9,-31.59
128.5,-29.83
129.2,-102.7
129.9,-96.93
130.5,-137.4
131.2,-129.8
131.9,183.8
132.6,173.4
133.2,-220.7
133.9,-208.2
134.6,-99.53
135.3,-93.9
135.9,-39.59
136.6,-37.37
137.3,408.7
137.9,385
138.6,85.84
139.3,80.79
140,27.25
140.6,25.65
141.3,-12.34
142,-11.59
142.7,312.4
143.3,293.8
144,-332.8
144.7,-312.9
145.3,-140.7
146,-132.2
146.7,-25.86
147.4,-24.33
148,-146.9
148.7,-138.1
149.4,-23.54
150.1,-22.1
150.7,-34.07
151.4,-31.99
152.1,23.67
152.8,22.13
153.4,95.07
154.1,89.32
154.8,-3.899
155.4,-3.888
156.1,31.92
156.8,29.86
157.5,50.5
158.1,47.28
158.8,-329.9
159.5,-308.7
160.2,-56.51
160.8,-52.67
161.5,-64.51
162.2,-60.31
162.8,-65
163.5,-60.85
164.2,-50
164.9,-46.98
165.5,50.18
166.2,47.1
166.9,-8.549
167.6,-7.882
168.2,-12.94
168.9,-12.03
169.6,-45.63
170.2,-42.65
170.9,-12.78
171.6,-11.88
172.3,-36.4
172.9,-33.88
173.6,-43.27
174.3,-40.33
175,68.17
175.6,63.44
176.3,-83.61
177,-77.84
177.6,-45.86
178.3,-42.69
179,-23.67
179.7,-22.04
180.3,219.3
181,203.7
181.7,32.14
182.4,29.83
183,-3.091
183.7,-2.859
184.4,-55.39
185.1,-51.39
185.7,157.4
186.4,146
187.1,-123
187.7,-114.1
188.4,-89.72
189.1,-83.16
189.8,-53.46
190.4,-49.54
191.1,-118.7
191.8,-110.2
192.5,-16.86
193.1,-15.6
193.8,-36.53
194.5,-33.82
195.1,-28.12
195.8,-26.04
196.5,-6.51
197.2,-5.856
197.8,34
198.5,31.36
199.2,16.6
199.9,15.43
200.5,24
201.2,22.35
201.9,-196.8
202.5,-183.2
203.2,-73.54
203.9,-68.05
204.6,-30.26
205.2,-28.09
205.9,-16.82
206.6,-15.66
207.3,4.031
207.9,3.457
208.6,7.501
209.3,7.175
209.9,-8.4
210.6,-7.648
211.3,-5.44
212,-4.969
212.6,-39.03
213.3,-36.18
214,-5.624
214.7,-5.142
215.3,-11.52
216,-10.59
216.7,6.754
217.4,6.113
218,99.81
218.7,92.12
219.4,-45.55
220,-42.27
220.7,12.38
221.4,11.23
222.1,19.66
222.7,17.95
223.4,71.75
224.1,66.75
224.8,56.35
225.4,51.9
226.1,38.61
226.8,35.65
227.4,48.69
228.1,44.99
228.8,105.4
229.5,97.77
230.1,-126.4
230.8,-117.2
231.5,-16.74
232.2,-15.85
232.8,30.92
233.5,28.21
234.2,-54.16
234.8,-50.28
235.5,5.35
236.2,4.872
236.9,20.47
237.5,18.65
238.2,60.32
238.9,55.15
239.6,162.6
240.2,149.7
240.9,-53.09
241.6,-49.53
242.2,72.12
242.9,65.77
243.6,124.2
244.3,113.5
244.9,-929.6
245.6,-849
246.3,-83.85
247,-75.74
247.6,-142.2
248.3,-130
249,-115.3
249.7,-105.8
250.3,-52.91
251,-49.25
251.7,25.32
252.3,23.99
253,-40.59
253.7,-36.8
254.4,-33.93
255,-30.89
255.7,-13.79
256.4,-12.91
257.1,-21.46
257.7,-19.53
258.4,-40.31
259.1,-36.7
259.7,-42.74
260.4,-39
261.1,-18.31
261.8,-16.76
262.4,-13.9
263.1,-12.6
263.8,-33.16
264.5,-30.16
265.1,-19.7
265.8,-17.9
266.5,0.3029
267.1,-0.3687
267.8,-31.23
268.5,-28.48
269.2,-49.49
269.8,-44.99
270.5,-116.8
271.2,-106.1
271.9,-278.5
272.5,-253.5
273.2,342
273.9,310.8
274.5,113.2
275.2,103
275.9,20.9
276.6,19.11
277.2,78.08
277.9,70.95
278.6,14.15
279.3,12.84
279.9,22.62
280.6,20.54
281.3,8.009
282,7.346
282.6,-27.76
283.3,-25.12
284,12
284.6,10.92
285.3,-1.739
286,-1.531
286.7,-7.876
287.3,-7.091
288,58.42
