frequency, value
0,20.13
21.53,20.13
43.07,33.4
64.6,32.56
86.13,88.5
107.7,84.85
129.2,-102.3
150.7,-96.59
172.3,-36.21
193.8,-33.7
215.3,-10.86
236.9,-9.973
258.4,-42.59
279.9,-38.78
301.5,-3.402
323,-3.026
344.5,-11.12
366.1,-9.842
387.6,-16.85
409.1,-14.83
430.7,19.34
452.2,16.82
473.7,-26.73
495.3,-23.06
516.8,-10.36
538.3,-8.842
559.9,-2.819
581.4,-2.385
602.9,-1.766
624.5,-1.512
646,3.222
667.5,2.723
689.1,-3.984
710.6,-3.233
732.1,-11.76
753.7,-9.579
775.2,-5.787
796.7,-4.792
818.3,1.272
839.8,1.12
861.3,-4.601
882.9,-3.611
904.4,-3.005
925.9,-2.353
947.5,-21.99
969,-17.37
990.5,-0.725
1012,-0.537
1034,-5.041
1055,-3.871
1077,-8.777
1098,-6.781
1120,13.34
1141,10.19
1163,-17.15
1184,-13.04
1206,-7.077
1227,-5.331
1249,-4.079
1270,-3.046
1292,16.9
1314,12.49
1335,3.481
1357,2.605
1378,-1.591
1400,-1.111
1421,-6.755
1443,-4.833
1464,-11.5
1486,-8.314
1507,14.39
1529,10.27
1550,3.702
1572,2.659
1593,-0.2403
1615,-0.1345
1637,-3.803
1658,-2.722
1680,0.5905
1701,0.4315
1723,-0.9559
1744,-0.6275
1766,-5.395
1787,-3.715
1809,5.995
1830,4.126
1852,-11.37
1873,-7.773
1895,-4.68
1916,-3.17
1938,-1.199
1960,-0.8031
1981,-1.533
2003,-1.093
2024,2.419
2046,1.667
2067,-2.016
2089,-1.298
2110,-6.893
2132,-4.552
2153,-2.534
2175,-1.793
2196,-0.03598
2218,0.08522
2239,-2.971
2261,-1.887
2283,-1.947
2304,-1.244
2326,-10.16
2347,-6.742
2369,-0.5053
2390,-0.2975
2412,-2.739
2433,-1.732
2455,-4.297
2476,-2.791
2498,4.241
2519,2.751
2541,-7.11
2562,-4.564
2584,-4.044
2606,-2.538
2627,-3.387
2649,-2.091
2670,16.15
2692,9.841
2713,2.222
2735,1.401
2756,-0.6885
2778,-0.3639
2799,-3.94
2821,-2.283
2842,-9.476
2864,-5.617
2885,13.25
2907,7.694
2929,4.724
2950,2.749
2972,0.9574
2993,0.583
3015,3.889
3036,2.13
3058,0.7978
3079,0.4641
3101,1.374
3122,0.7916
3144,-0.06658
3165,-0.03845
3187,-1.574
3208,-0.8047
3230,-0.6725
3252,-0.4361
3273,-0.8189
3295,-0.4549
3316,-0.5084
3338,-0.2656
3359,-0.8207
3381,-0.5445
3402,1.257
3424,0.7438
3445,-0.2033
3467,-0.08246
3488,-2.772
3510,-1.537
3531,-3.52
3553,-2.012
3575,1.84
3596,1.073
3618,-1.077
3639,-0.565
3661,-0.9718
3682,-0.5206
3704,-11.32
3725,-6.412
3747,-0.08863
3768,-0.02452
3790,-2.314
3811,-1.256
3833,-4.92
3854,-2.757
3876,7.83
3898,4.357
3919,-10.27
3941,-5.721
3962,-4.17
3984,-2.301
4005,-2.416
4027,-1.322
4048,10.34
4070,5.595
4091,2.306
4113,1.306
4134,-0.8439
4156,-0.404
4177,-4.05
4199,-2.125
4221,-6.829
4242,-3.734
4264,8.687
4285,4.665
4307,2.206
4328,1.219
4350,-0.2142
4371,-0.07426
4393,-2.061
4414,-1.177
4436,0.3385
4457,0.2031
4479,-0.5934
4500,-0.2788
4522,-3.127
4544,-1.666
4565,3.204
4587,1.739
4608,-6.323
4630,-3.401
4651,-2.745
4673,-1.451
4694,-0.9794
4716,-0.4993
4737,0.9634
4759,0.3577
4780,1.001
4802,0.5977
4823,-1.136
4845,-0.5552
4867,-3.254
4888,-1.73
4910,-1.242
4931,-0.7833
4953,0.1787
4974,0.1917
4996,-1.257
5017,-0.6221
5039,-0.9849
5060,-0.4948
5082,-1.914
5103,-1.338
5125,-0.3445
5146,-0.1465
5168,-1.161
5190,-0.5886
5211,-1.474
5233,-0.8438
5254,-0.1436
5276,0.09877
5297,-1.636
5319,-1.003
5340,-1.834
5362,-0.9345
5383,-2.05
5405,-0.9891
5426,10.62
5448,4.989
5469,1.205
5491,0.6261
5512,-0.3165
5534,-0.09075
5556,-2.305
5577,-0.967
5599,-6.652
5620,-2.958
5642,9.753
5663,4.159
5685,3.788
5706,1.621
5728,1.011
5749,0.4607
5771,4.575
5792,1.798
5814,0.5948
5835,0.2509
5857,1.505
5879,0.6224
5900,1.471
5922,0.605
5943,-2.684
5965,-0.9751
5986,2.538
6008,0.9555
6029,0.752
6051,0.3094
6072,0.002579
6094,0.02881
6115,0.3049
6137,0.01183
6158,0.1501
6180,0.1022
6202,0.5344
6223,0.2323
6245,0.5276
6266,0.1883
6288,-1.27
6309,-0.5352
6331,1.224
6352,0.5036
6374,0.4976
6395,0.1957
6417,0.07345
6438,0.03134
6460,-1.888
6481,-1.051
6503,0.1664
6525,0.08394
6546,-0.2526
6568,-0.1196
6589,-1.362
6611,-0.6549
6632,1.735
6654,0.906
6675,-2.962
6697,-1.455
6718,-1.301
6740,-0.6081
6761,-0.7888
6783,-0.356
6804,3.089
6826,1.394
6848,1.087
6869,0.5377
6891,-0.03828
6912,0.0163
6934,-1.327
6955,-0.5652
6977,-3.518
6998,-1.605
7020,4.198
7041,1.878
7063,1.36
7084,0.6313
7106,0.1386
7127,0.08672
7149,-1.723
7171,-0.8534
7192,0.3276
7214,0.165
7235,-0.1953
7257,-0.06358
7278,-2.197
7300,-1.009
7321,2.714
7343,1.282
7364,-5.199
7386,-2.432
7407,-2.118
7429,-0.975
7450,-0.4912
7472,-0.2144
7494,-1.24
7515,-0.6708
7537,1.444
7558,0.7273
7580,-0.8934
7601,-0.3789
7623,-3.661
7644,-1.721
7666,-1.667
7687,-0.8997
7709,0.1951
7730,0.1886
7752,-1.576
7773,-0.7054
7795,-1.064
7817,-0.4879
7838,-6.45
7860,-3.31
7881,-0.2315
7903,-0.08203
7924,-1.584
7946,-0.7447
7967,-2.674
7989,-1.358
8010,2.727
8032,1.415
8053,-4.485
8075,-2.292
8096,-2.479
8118,-1.213
8140,-2.061
8161,-0.9813
8183,9.862
8204,4.613
8226,1.405
8247,0.7278
8269,-0.378
8290,-0.116
8312,-2.36
8333,-1.015
8355,-5.703
8376,-2.645
8398,8.037
8419,3.587
8441,2.874
8463,1.308
8484,0.5676
8506,0.2942
8527,2.449
8549,0.9739
8570,0.4904
8592,0.2328
8613,0.8464
8635,0.3969
8656,-0.03796
8678,-0.02119
8699,-1.057
8721,-0.3771
8742,-0.3557
8764,-0.2401
8786,-0.5127
8807,-0.2325
8829,-0.356
8850,-0.1391
8872,-0.2081
8893,-0.2345
8915,0.6957
8936,0.3877
8958,-0.1449
8979,-0.03229
9001,-1.584
9022,-0.7717
9044,-1.964
9065,-1.036
9087,1.022
9109,0.5665
9130,-0.6077
9152,-0.2709
9173,-0.5687
9195,-0.265
9216,-5.578
9238,-3.116
9259,-0.0826
9281,-0.01084
9302,-1.228
9324,-0.6191
9345,-2.457
9367,-1.363
9388,3.517
9410,2.009
9432,-4.769
9453,-2.716
9475,-2.055
9496,-1.13
9518,-1.27
9539,-0.6767
9561,5.36
9582,2.819
9604,0.8952
9625,0.5828
9647,-0.5019
9668,-0.2013
9690,-1.934
9711,-0.9925
9733,-3.012
9755,-1.747
9776,3.93
9798,2.182
9819,0.9398
9841,0.5714
9862,-0.1539
9884,-0.03378
9905,-0.3372
9927,-0.3757
9948,0.09728
9970,0.08785
9991,-0.2658
1.001e+04,-0.1105
1.003e+04,-1.132
1.006e+04,-0.6889
1.008e+04,0.8158
1.01e+04,0.6118
1.012e+04,-2.056
1.014e+04,-1.35
1.016e+04,-1.067
1.019e+04,-0.6288
1.021e+04,-0.5813
1.023e+04,-0.2829
1.025e+04,1.491
1.027e+04,0.4959
