frequency, value
0,-0.5117
21.53,-0.5058
43.07,0.08719
64.6,-0.03869
86.13,-0.2153
107.7,-0.581
129.2,1.919
150.7,2.61
172.3,0.129
193.8,0.3231
215.3,-0.1342
236.9,0.1533
258.4,1.172
279.9,1.07
301.5,2.296
323,2.503
344.5,0.5929
366.1,0.8709
387.6,-0.5042
409.1,-0.7642
430.7,0.5007
452.2,0.202
473.7,1.769
495.3,1.397
516.8,0.3608
538.3,0.04906
559.9,-0.9302
581.4,-1.21
602.9,-1.002
624.5,-0.7777
646,1.257
667.5,0.8362
689.1,-0.7773
710.6,-0.6819
732.1,-2.01
753.7,-1.925
775.2,0.7726
796.7,1.009
818.3,6.329
839.8,3.752
861.3,0.965
882.9,0.627
904.4,-3.601
925.9,-2.289
947.5,7.744
969,5.386
990.5,43.76
1012,33.24
1034,48.65
1055,36.03
1077,4.428
1098,2.503
1120,-0.4958
1141,-0.1949
1163,-2.889
1184,-2.797
1206,1.206
1227,0.6071
1249,2.67
1270,1.403
1292,-1.33
1314,-0.6145
1335,-0.5681
1357,-0.1327
1378,1.25
1400,0.7302
1421,0.9698
1443,-0.1603
1464,0.3086
1486,-0.01943
1507,-0.7068
1529,0.1262
1550,0.1238
1572,0.08937
1593,-0.5481
1615,-0.247
1637,-1.788
1658,-1.446
1680,-7.402
1701,-4.806
1723,-10.12
1744,-7.274
1766,0.3741
1787,-1.672
1809,2.909
1830,0.7604
1852,7.085
1873,2.791
1895,2.44
1916,-0.58
1938,3.341
1960,-8.534
1981,-1.56
2003,10.72
2024,-0.9109
2046,4.488
2067,0.7274
2089,3.228
2110,0.8857
2132,2.177
2153,1.031
2175,0.001298
2196,-5.374
2218,-0.7245
2239,-0.5215
2261,0.433
2283,0.7223
2304,0.7084
2326,-1.559
2347,-0.534
2369,-5.507
2390,-3.625
2412,-6.839
2433,-3.657
2455,-0.7106
2476,0.4994
2498,0.6644
2519,1.239
2541,-0.212
2562,-0.4969
2584,-0.1226
2606,0.5477
2627,-0.8393
2649,0.6832
2670,0.2513
2692,0.3768
2713,-1.079
2735,-0.04987
2756,-0.2945
2778,0.2766
2799,-0.05022
2821,0.0973
2842,-0.7348
2864,-0.5355
2885,-1.959
2907,-0.6233
2929,-0.6177
2950,-0.02768
2972,0.03663
2993,0.7631
3015,0.4507
3036,0.01248
3058,3.8
3079,2.63
3101,4.999
3122,3.238
3144,0.8512
3165,0.1339
3187,-2.812
3208,-1.32
