frequency, value
0,-1.189
5.383,-1.183
10.77,-2.373
16.15,-3.055
21.53,-7.84
26.92,-8.37
32.3,17.66
37.68,18.98
43.07,-2.049
48.45,-2.332
53.83,-0.8616
59.22,-1.153
64.6,-0.2987
69.98,-0.8757
75.37,-0.1248
80.75,0.05164
86.13,-0.7243
91.52,-0.9001
96.9,1.526
102.3,0.2568
107.7,1.781
113,2.204
118.4,4.026
123.8,5.385
129.2,-0.822
134.6,-0.3706
140,15.33
145.3,15.17
150.7,-15.19
156.1,-15.04
161.5,0.6662
166.9,1.277
172.3,-0.4335
177.6,-0.3282
183,-1.897
188.4,-2.46
193.8,7.727
199.2,7.994
204.6,-3.429
209.9,-3.227
215.3,-0.4909
220.7,-0.3053
226.1,4.909
231.5,6.518
236.9,-5.983
242.2,-6.47
247.6,1.616
253,1.445
258.4,0.813
263.8,0.6426
269.2,6.505
274.5,6.202
279.9,9.657
285.3,8.863
290.7,-1.833
296.1,0.04651
301.5,-0.4397
306.8,-0.453
312.2,31.22
317.6,28.12
323,-32.22
328.4,-27
333.8,-2.757
339.1,-2.33
344.5,-3.291
349.9,-2.477
355.3,-7.457
360.7,-6.695
366.1,-21.63
371.4,-16.21
376.8,67.67
382.2,55.9
387.6,-5.321
393,-4.954
398.4,-12.33
403.7,-11.26
409.1,15.72
414.5,13.04
419.9,-10.4
425.3,-8.412
430.7,0.6353
436,0.4482
441.4,13.07
446.8,10.1
452.2,-14.7
457.6,-11.75
463,17.58
468.3,13.2
473.7,-1.613
479.1,-1.352
484.5,5.555
489.9,4.817
495.3,0.2538
500.6,-0.2719
506,-6.012
511.4,-4.665
516.8,0.2261
522.2,-0.007505
527.6,10.9
532.9,8.288
538.3,-8.602
543.7,-7.124
549.1,-2.976
554.5,-1.721
559.9,2.047
565.2,1.005
570.6,-7.469
576,-9.264
581.4,13.4
586.8,11.69
592.2,-7.368
597.5,-5.25
602.9,-1.468
608.3,-0.8255
613.7,8.645
619.1,6.687
624.5,-19.63
629.8,-15.51
635.2,21.66
640.6,16.22
646,-4.968
651.4,-3.803
656.8,24.21
662.1,19.63
667.5,-15.29
672.9,-12.58
678.3,-5.932
683.7,-4.658
689.1,-1.587
694.4,-1.149
699.8,7.096
705.2,5.175
710.6,-20.31
716,-15.84
721.4,-1.909
726.7,-2.352
732.1,4.77
737.5,3.67
742.9,-8.722
748.3,-8.05
753.7,14.2
759,11.93
764.4,-5.545
769.8,-4.102
775.2,0.639
780.6,0.9571
786,14.75
791.3,11.74
796.7,-19.87
802.1,-13.69
807.5,41.3
812.9,20.89
818.3,-6.689
823.6,-5.512
829,29.51
834.4,25.34
839.8,-11.23
845.2,-10.45
850.6,-13.38
855.9,-8.92
861.3,-1.555
866.7,-1.128
872.1,23.43
877.5,17.68
882.9,-14.49
888.2,-10.13
893.6,-7.473
899,-5.673
904.4,5.694
909.8,4.561
915.2,-11.72
920.5,-5.643
925.9,34.66
931.3,24.65
936.7,-21.48
942.1,-16.85
947.5,1.784
952.8,0.892
958.2,94.77
963.6,71.35
969,-29.67
974.4,-22.71
979.8,119
985.1,92.51
990.5,-37.6
995.9,-28.21
1001,365.7
1007,272.5
1012,-148.8
1017,-109
1023,-67.71
1028,-49.76
1034,25.87
1039,19.47
1044,47.01
1050,34.28
1055,275
1061,203.1
1066,-287.6
1071,-214.4
1077,-4.69
1082,-3.24
1087,36.23
1093,24.64
1098,-56.77
1104,-40.68
1109,32.13
1114,24.43
1120,-3.209
1125,-1.788
1130,-46.76
1136,-34.39
1141,55.49
1147,41.41
1152,-62.19
1157,-49.2
1163,5.325
1168,3.802
1174,-45.25
1179,-31.97
1184,32.94
1190,22.75
1195,13.52
1200,10.12
1206,0.6659
1211,0.626
1217,-21.37
1222,-15.6
1227,16.04
1233,12.3
1238,14.13
1244,7.977
1249,-5.425
1254,-3.702
1260,-1.012
1265,-1.103
1270,-4.851
1276,-3.259
1281,5.232
1287,4.494
1292,-2.018
1297,-1.185
1303,-19.14
1308,-14.04
1314,-2.265
1319,-1.042
1324,0.573
1330,1.372
1335,-3.463
1340,-2.161
1346,-39.31
1351,-27.77
1357,49.5
1362,34.64
1367,-1.749
1373,-0.8279
1378,1.337
1384,1.031
1389,2.156
1394,0.7785
1400,4.391
1405,2.828
1410,-2.993
1416,-2.976
1421,1.409
1427,0.7251
1432,-4.654
1437,-5.76
1443,9.034
1448,7.163
1453,-2.814
1459,-1.261
1464,0.6838
1470,0.8126
1475,-0.6533
1480,-2.059
1486,-10.02
1491,-5.504
1497,10.2
1502,3.417
1507,-0.5394
1513,-0.08311
1518,-25.98
1523,-15.71
1529,32.36
1534,20.88
1540,-4.768
1545,-2.048
1550,0.2534
1556,0.2024
1561,7.509
1567,4.302
1572,-17.91
1577,-12.36
1583,9.389
1588,6.844
1593,0.706
1599,0.6375
1604,-12.06
1610,-5.306
1615,11.88
1620,5.884
1626,-2.532
1631,-1.537
1637,-1.458
1642,-1.301
1647,-11.36
1653,-8.503
1658,-13.07
1663,-8.07
1669,-8.75
1674,-4.931
1680,1.962
1685,1.508
1690,-35.88
1696,-21.64
1701,6.319
1707,-0.1396
1712,6.065
1717,4.353
1723,-3.472
1728,-2.603
1733,5.275
1739,0.9
1744,-37.44
1750,-28.49
1755,-38.67
1760,-22.76
1766,15.48
1771,9.761
1776,8.952
1782,-1.345
1787,-8.154
1793,-2.088
1798,7.81
1803,4.495
1809,4.409
1814,3.186
1820,4.137
1825,2.295
1830,28.8
1836,20.32
1841,-3.577
1846,-17.78
1852,3.918
1857,2.207
1863,9.991
1868,9.277
1873,-7.851
1879,-7.271
1884,2.212
1890,4.051
1895,1.802
1900,1.38
1906,-0.8612
1911,-6.398
1916,28.75
1922,19.27
1927,-14.05
1933,-24.93
1938,-0.8724
1943,-1.619
1949,-0.6949
1954,-41.49
1960,-2.07
1965,25.77
1970,-2.065
1976,16.05
1981,1.905
1986,8.598
1992,3.76
1997,3.806
2003,6.425
2008,3.5
2013,-13.24
2019,10.46
2024,1.825
2030,2.972
2035,-6.378
2040,1.677
2046,6.282
2051,3.416
2056,0.3002
2062,1.335
2067,1.772
2073,2.533
2078,-1.148
2083,0.2559
2089,16.99
2094,11.62
2099,-11.37
2105,-6.133
2110,-0.8255
2116,0.5518
2121,2.272
2126,7.147
2132,-1.582
2137,-3.995
2143,0.738
2148,0.04465
2153,0.5136
2159,-0.9635
2164,0.2093
2169,0.7114
2175,5.114
2180,-1.928
2186,-25.01
2191,12.99
2196,0.2086
2202,0.9907
2207,-10.79
2213,-11.13
2218,7.213
2223,6.931
2229,2.189
2234,-1.405
2239,0.595
2245,0.4976
2250,-3.33
2256,-1.04
2261,3.607
2266,1.548
2272,0.8789
2277,0.5992
2283,-1.106
2288,-0.6025
2293,-0.1337
2299,-0.5988
2304,-2.493
2309,-1.711
2315,2.482
2320,1.787
2326,-0.7181
2331,-0.02329
2336,-15.53
2342,-9.462
2347,1.195
2353,1.921
2358,-12.67
2363,-11.56
2369,3.962
2374,2.703
2379,-63.25
2385,-37.22
2390,43.1
2396,23.14
2401,10.47
2406,6.011
2412,-1.741
2417,-1.187
2422,-4.813
2428,-1.951
2433,-34.88
2439,-21.41
2444,20.07
2449,14.53
2455,3.619
2460,2.608
2466,-3.595
2471,0.6653
2476,4.193
2482,2.408
2487,-1.407
2492,-0.7991
2498,1.62
2503,1.116
2509,4.487
2514,3.858
2519,2.122
2525,-0.01945
2530,-4.947
2536,-0.5302
2541,0.8948
2546,0.4203
2552,3.75
2557,1.698
2562,-5.688
2568,-3.025
2573,1.26
2579,0.225
2584,0.5731
2589,0.6871
2595,-2.228
2600,-0.1656
2606,5.407
2611,3.625
2616,-5.714
2622,-3.899
2627,-0.3834
2632,0.8955
2638,-0.2891
2643,6.714
2649,-4.598
2654,-5.067
2659,3.642
2665,1.482
2670,0.2891
2676,-0.04245
2681,-6.935
2686,-3.684
2692,5.143
2697,3.523
2702,-7.137
2708,-2.523
2713,0.5861
2719,0.5853
2724,-15.52
2729,-8.286
2735,14.64
2740,7.983
2745,1.467
2751,1.201
2756,-0.2216
2762,0.1002
2767,-2.824
2772,-1.713
2778,-5.715
2783,-3.312
2789,13.83
2794,8.288
2799,-1.544
2805,-0.7533
2810,-3.031
2815,-1.09
2821,0.7919
2826,-0.1225
2832,-1.173
2837,-0.4708
2842,-0.8867
2848,-0.6629
2853,-5.577
2859,-3.604
2864,-1.591
2869,-1.245
2875,-4.969
2880,-0.02091
2885,-0.2824
2891,0.1376
2896,-12.84
2902,-6.932
2907,10.79
2912,5.535
2918,0.9886
2923,0.9602
2929,-1.099
2934,-0.4975
2939,-3.271
2945,-2.113
2950,-6.432
2955,-3.23
2961,12.44
2966,7.666
2972,-1.994
2977,-0.8069
2982,-2.475
2988,2.903
2993,2.009
2998,-1.369
3004,-0.1155
3009,-0.468
3015,-0.5639
3020,-0.6597
3025,3.637
3031,1.91
3036,0.4395
3042,0.5582
3047,7.75
3052,6.233
3058,-2.907
3063,-1.505
3068,20.47
3074,12.22
3079,-4.303
3085,-2.593
3090,-4.521
3095,-2.137
3101,1.706
3106,1.282
3112,-1.608
3117,-1.172
3122,28.56
3128,17.05
3133,11.52
3138,4.597
3144,-9.367
3149,-5.087
3155,-0.8377
3160,-1.002
3165,-0.8667
3171,-0.2291
3176,-2.076
3182,-0.00514
3187,-4.151
3192,-1.972
3198,-9.837
3203,-6.197
3208,-12.69
3214,-6.598
3219,2.951
3225,0.8443
3230,-1.81
3235,-0.9417
3241,-13.31
3246,-6.866
3252,9.893
3257,4.902
3262,0.9515
3268,0.9274
3273,-2.573
3278,-1.205
3284,-5.501
3289,-2.678
3295,-19.38
3300,-9.737
3305,26.19
3311,15.15
3316,-4.026
3321,-1.551
3327,-0.3357
3332,8.954
3338,-7.18
3343,-9.393
3348,3.136
3354,-0.7819
3359,-2.198
3365,-2.492
3370,-10.56
3375,-5.786
3381,3.161
3386,2.606
3391,-4.952
3397,-4.212
3402,-0.7559
3408,-0.5156
3413,-10.15
3418,-6.249
3424,9.216
3429,4.28
3435,1.849
3440,1.148
3445,-1.356
3451,-1.153
3456,-4.719
3461,-2.827
3467,-12.43
3472,-6.439
3478,25.58
3483,15.67
3488,-2.755
3494,-1.901
3499,-2.561
3505,0.6007
3510,-0.3838
3515,-2.636
3521,-0.7859
3526,-0.7846
3531,-1.084
3537,-1.682
3542,-3.7
3548,-2.566
3553,-0.005952
3558,-2.686
3564,-3.218
3569,21.45
3575,-0.809
3580,0.4249
3585,-3.026
3591,-5.016
3596,3.061
3601,3.163
3607,0.1895
3612,-2.462
3618,-0.9218
3623,-0.4801
3628,-0.3944
3634,-0.03758
3639,-4.224
3644,-2.525
3650,8.736
3655,2.749
3661,-0.9646
3666,-0.8074
3671,-3.734
3677,-7.283
3682,7.798
3688,6.234
3693,-3.805
3698,-0.6931
3704,-0.7873
3709,0.4612
3714,13.11
3720,6.697
3725,-9.014
3731,-3.377
3736,25.75
3741,7.863
3747,-7.742
3752,-3.888
3758,41.96
3763,22.12
3768,0.4993
3774,-1.384
3779,-9.274
3784,-5.452
3790,5.015
3795,2.388
3801,8.369
