frequency, value
0,-1.597
0.6729,-1.591
1.346,0.7366
2.019,1.099
2.692,-2.314
3.365,-2.515
4.037,3.002
4.71,2.974
5.383,-0.7931
6.056,-0.86
6.729,-4.446
7.402,-4.373
8.075,1.426
8.748,1.501
9.421,11.88
10.09,10.36
10.77,-4.023
11.44,-3.884
12.11,-2.336
12.79,-4.531
13.46,-6.212
14.13,-6.48
14.8,4.65
15.48,5.237
16.15,-2.339
16.82,-2.254
17.5,-8.386
18.17,-9.448
18.84,1.062
19.51,0.6657
20.19,12.2
20.86,14.29
21.53,2.529
22.21,3.362
22.88,14.05
23.55,15.22
24.22,-12.7
24.9,-15.54
25.57,-6.421
26.24,-7.943
26.92,4.239
27.59,4.117
28.26,5.361
28.94,5.982
29.61,-4.764
30.28,-5.412
30.95,51.23
31.63,52.19
32.3,-8.867
32.97,-9.233
33.65,54.21
34.32,59.5
34.99,-1.339
35.66,-1.991
36.34,-8.642
37.01,-9.813
37.68,-5.286
38.36,-5.979
39.03,-7.884
39.7,-8.012
40.37,-8.979
41.05,-8.982
41.72,-2.353
42.39,-2.962
43.07,-1.238
43.74,-1.276
44.41,-9.215
45.09,-10.26
45.76,8.096
46.43,8.907
47.1,-1.289
47.78,-1.333
48.45,0.5157
49.12,0.7287
49.8,1.538
50.47,2.051
51.14,-3.227
51.81,-1.449
52.49,-4.542
53.16,-8.446
53.83,-0.5496
54.51,-0.05011
55.18,-7.024
55.85,-8.436
56.52,3.348
57.2,2.753
57.87,2.828
58.54,3.816
59.22,-1.578
59.89,-1.235
60.56,-10.33
61.24,-10.69
61.91,-5.89
62.58,-3.821
63.25,16.2
63.93,13.74
64.6,5.831
65.27,4.52
65.95,3.487
66.62,1.242
67.29,-6.827
67.96,-6.506
68.64,-0.7766
69.31,-0.7091
69.98,-0.1182
70.66,-0.3517
71.33,0.278
72,-0.3152
72.67,-0.4779
73.35,-0.593
74.02,1.696
74.69,4.124
75.37,-0.2683
76.04,-0.9348
76.71,0.8274
77.38,1.138
78.06,-0.2652
78.73,-0.5017
79.4,0.268
80.08,0.04219
80.75,-1.09
81.42,-1.289
82.1,-3.547
82.77,-3.608
83.44,-1.223
84.11,-0.4797
84.79,3.274
85.46,2.468
86.13,-1.116
86.81,-1.108
87.48,-1.307
88.15,-1.761
88.82,-1.884
89.5,-2.22
90.17,6.531
90.84,6.144
91.52,0.8221
92.19,0.66
92.86,-9.677
93.53,-9.225
94.21,4.212
94.88,5.09
95.55,12.7
96.23,7.327
96.9,-1.317
97.57,-0.5835
98.25,7.864
98.92,3.8
99.59,-1.141
100.3,-1.356
100.9,7.112
101.6,8.384
102.3,0.9936
103,1.812
103.6,-5.306
104.3,-6.656
105,3.972
105.6,3.582
106.3,2.347
107,4.128
107.7,-0.09262
108.3,1.674
109,-0.1379
109.7,0.1592
110.4,16.18
111,14.48
111.7,13.65
112.4,13.48
113,7.181
113.7,7.769
114.4,-2.392
115.1,-2.482
115.7,7.674
116.4,12.41
117.1,8.507
117.8,2.033
118.4,-0.1013
119.1,0.7691
119.8,13.84
120.5,22.61
121.1,3.984
121.8,1.07
122.5,12.32
123.1,12.61
123.8,2.413
124.5,1.998
125.2,-21.37
125.8,-20.02
126.5,-3.21
127.2,-1.29
127.9,7.248
128.5,9.132
129.2,0.4228
129.9,0.8085
130.5,-13.95
131.2,-11.34
131.9,8.542
132.6,6.059
133.2,15.96
133.9,16.6
134.6,6.276
135.3,6.273
135.9,-21.17
136.6,-20.98
137.3,6.578
137.9,7.695
138.6,69.06
139.3,62.28
140,-10.79
140.6,-9.917
141.3,26.1
142,32.46
142.7,5.907
143.3,3.675
144,2.434
144.7,1.872
145.3,-10.02
146,-9.308
146.7,-11.97
147.4,-8.111
148,34.93
148.7,37.09
149.4,-12.99
150.1,-18.43
150.7,-4.106
151.4,-6.33
152.1,12.67
152.8,10.84
153.4,-53
154.1,-48.78
154.8,-10.78
155.4,-9.159
156.1,-4.415
156.8,-3.837
157.5,-5.199
158.1,-5.767
158.8,-13.29
159.5,-12.51
160.2,9.075
160.8,13.06
161.5,-1.456
162.2,-2.265
162.8,3.919
163.5,5.521
164.2,1.818
164.9,1.347
165.5,1.164
166.2,0.9394
166.9,-1.901
167.6,-1.962
168.2,-6.496
168.9,-5.656
169.6,3.403
170.2,4.235
170.9,1.567
171.6,1.137
172.3,-0.7182
172.9,-0.5338
173.6,3.315
174.3,4.407
175,-8.826
175.6,-9.232
176.3,8.192
177,7.891
177.6,0.8976
178.3,0.8774
179,-9.811
179.7,-9.063
180.3,8.92
181,8.579
181.7,-6.712
182.4,-7.935
183,1.572
183.7,1.771
184.4,7.943
185.1,6.381
185.7,-3.396
186.4,-3.342
187.1,13.93
187.7,14.1
188.4,5.811
189.1,6.113
189.8,-10.3
190.4,-10.52
191.1,-7.121
191.8,-8.033
192.5,27.51
193.1,30.28
193.8,18.03
194.5,19.35
195.1,26.29
195.8,28.47
196.5,-26.04
197.2,-29.91
197.8,-6.332
198.5,-7.713
199.2,-3.7
199.9,-4.465
200.5,-0.4515
201.2,-0.6106
201.9,-0.9021
202.5,-2.219
203.2,-9.614
203.9,-6.625
204.6,-1.818
205.2,-2.687
205.9,4.33
206.6,5.315
207.3,-6.841
207.9,-7.453
208.6,-0.1564
209.3,-1.796
209.9,-0.9326
210.6,-1.272
211.3,0.5459
212,2.097
212.6,6.093
213.3,6.721
214,4.949
214.7,2.765
215.3,-1.55
216,-1.681
216.7,1.252
217.4,3.211
218,-3.434
218.7,-3.782
219.4,13.73
220,13.01
220.7,1.25
221.4,1.171
222.1,-20.48
222.7,-19.52
223.4,-9.756
224.1,-8.64
224.8,86.33
225.4,86.78
226.1,-12.89
226.8,-14.05
227.4,-21.82
228.1,-8.023
228.8,18.44
229.5,15.18
230.1,12.33
230.8,9.137
231.5,-5.923
232.2,-6.666
232.8,-36.25
233.5,-32.05
234.2,-1.243
234.8,-0.5573
235.5,36.05
236.2,31.3
236.9,18.56
237.5,16.95
238.2,31
238.9,29.11
239.6,-48.13
240.2,-45.18
240.9,-12.37
241.6,-12.17
242.2,-2.288
242.9,-1.908
243.6,1.023
244.3,1.991
244.9,-8.955
245.6,-7.936
246.3,10.68
247,8.318
247.6,0.02814
248.3,0.4066
249,10.21
249.7,9.726
250.3,2.855
251,2.509
251.7,2.706
252.3,2.656
253,0.5406
253.7,0.5934
254.4,-10.24
255,-9.312
255.7,7.686
256.4,7.246
257.1,3.397
257.7,3.383
258.4,1.003
259.1,1.078
259.7,-0.04411
260.4,0.1104
261.1,-12.05
261.8,-11.55
262.4,18.29
263.1,16.96
263.8,4.44
264.5,4.253
265.1,-24.18
265.8,-22.12
266.5,17.19
267.1,15.8
267.8,-0.8227
268.5,0.8595
269.2,4.554
269.8,4.238
270.5,30.82
271.2,28.17
271.9,1.822
272.5,2.215
273.2,15.72
273.9,14.84
274.5,6.795
275.2,6.43
275.9,-3.652
276.6,-3.871
277.2,11.06
277.9,9.955
278.6,-13.16
279.3,-11.26
279.9,-3.927
280.6,-3.628
281.3,-12.48
282,-12.63
282.6,55.27
283.3,51.05
284,32.58
284.6,31.56
285.3,13.21
286,12.92
286.7,-2.045
287.3,-3.607
288,22.23
288.7,21.56
289.4,4.815
290,10.95
290.7,2.292
291.4,1.171
292,-13.07
292.7,-7.025
293.4,12.05
294.1,10.88
294.7,34.81
295.4,30.24
296.1,11.75
296.8,9.881
297.4,-43.77
298.1,-39.35
298.8,4.361
299.4,1.95
300.1,3.115
300.8,4.512
301.5,3.192
302.1,2.631
302.8,-23.53
303.5,-21.95
304.2,9.087
304.8,9.487
305.5,25.35
306.2,23.58
306.8,11.97
307.5,10.89
308.2,-37.41
308.9,-34.26
309.5,28.13
310.2,22.48
310.9,94.35
311.6,95.76
312.2,-16.38
312.9,-16.21
313.6,71.65
314.3,59.35
314.9,2.344
315.6,4.796
316.3,1.747
316.9,1.102
317.6,-21.08
318.3,-19.38
319,-17.65
319.6,-19.93
320.3,72.11
321,55.67
321.7,-21.9
322.3,-7.177
323,-4.367
323.7,1.347
324.3,32.82
325,32.48
325.7,-122.2
326.4,-109
327,-31.96
327.7,-29.1
328.4,-13.51
329.1,-11.89
329.7,1.601
330.4,2.966
331.1,-18.1
331.7,-13.78
332.4,16.69
333.1,14.94
333.8,1.242
334.4,1.635
335.1,13.1
335.8,13.05
336.5,-11.87
337.1,-11.19
337.8,-5.959
338.5,-5.474
339.1,-2.74
339.8,-1.695
340.5,-0.06832
341.2,1.147
341.8,-17.51
342.5,-14.92
343.2,21.24
343.9,18.7
344.5,-0.8349
345.2,0.1577
345.9,9.897
346.5,9.619
347.2,-18.86
347.9,-17.15
348.6,0.2277
349.2,-0.341
349.9,-4.04
350.6,-3.24
351.3,-8.202
351.9,-6.371
